コード	企業名	市場	業種	注目度	上場日	想定価格	公開価格	初値予想	初値	仮条件min	仮条件max	代表者名	代表者の上場時の年齢	設立年	従業員数	株主数	資本金	上場時発行済株数	公開株式数	公募%	売り出し%	オーバーアロットメント%	調達資金使途	想定時価総額	オーナー株%	社長_株%	役員_株%	家族_株%	親会社_株%	従業員_株%	VC_ファンド_株%	VC_ファンド除く_株%	大株主
3185	夢展望	マザーズ	-	B	2013/07/10	2400	2600	5100	5210	2400	2600	岡  隆宏／1961年生	52	1998	315	78	161625000	1344000	460300	65.2	21.8	13.0	システム、ソフトウエアなどへの設備資金、PCのオペレーティングシステム入れ替えや人材の採用費用などの運転資金	3225600000	65.6	56.7	8.9	0	0	0	17.3	0	"岡　隆宏	代表取締役社長	612000	50.7
ジャフコＶ２共有	ベンチャーキャピタル（ファンド）	126000	10.4
田中　啓晴	専務取締役	108000	8.9
ニッセイ・キャピタル４号	ベンチャーキャピタル（ファンド）	42300	3.5
ＳＭＢＣキャピタル８号	ベンチャーキャピタル（ファンド）	40800	3.4
岡　美香	代表取締役社長の配偶者	36000	3.0
岡　諒一郎	代表取締役社長の血族	18000	1.5
岡　駿志郎	代表取締役社長の血族	18000	1.5
三井住友銀行成長企業投資信託口受託者ソシエテジェネラル信託銀行	特別利害関係者等	18000	1.5
三菱東京ＵＦＪ銀行	特別利害関係者等	18000	1.5"
6075	フォトクリエイト	マザーズ		B	2013/07/10	1500	1670	3800	3775	1470	1670	白砂　晃／1974年生	39	2002	98	49	114098000	1171100	230000	43.5	43.5	13.0	サーバー増設や増床、人件費や採用関連費用	1756650000	42.7	19.8	22.9	0	0	1.8	19.6	0	"白砂　晃	代表取締役社長	250600	19.8
小松　利彰	取締役	242000	19.1
田中　大祐	特別利害関係者等	240000	18.9
ルクレ	特別利害関係者等	130000	10.2
ドリームインキュベータ	ベンチャーキャピタル（ファンド）	128000	10.1
Globis Fund III	ベンチャーキャピタル（ファンド）	93700	7.4
サイバーエージェント	特別利害関係者等	40000	3.1
大沢　朋陸	取締役	28000	2.2
Globis Fund III (B)	ベンチャーキャピタル（ファンド）	26300	2.1
飯田　哲也	従業員	23400	1.8
徳山　涼平	取締役	20000	1.6"
2587	サントリー食品インターナショナル	東証1部		S	2013/07/03	3800	3100	3300	3120	3000	3800	鳥井　信宏／1966年生	47	2009	17533	1	30000000000	309000000	125200000	74.3	20.8	5.0	短期借入金の返済、戦略投資（ブランド展開の補完、買収など）	1174200000000	100.0	0	0	0	100.0	0	0	0	"サントリーホールディングス	親会社	216000000	100.0"
3184	ICDAホールディングス	JASDAQスタンダード		B	2013/06/27	1800	1900	3000	3000	1800	1900	向井　弘光／1943年生	70	2009	367	31	901500000	2100000	410000	72.4	14.6	12.9	新車店舗の新規出店費用	3780000000	78.7	77.3	1.4	0	0	0	0	0	"エム・エフ	役員等が議決権の過半数を所有する会社	500670	27.8
向井　弘光	代表取締役社長	420210	23.3
向井　俊樹	代表取締役社長の長男、取締役	281430	15.6
グループ社員持ち株会	特別利害関係者等	160810	8.9
向井　なよ子	代表取締役社長の配偶者、従業員	83970	4.7
向井　末安	代表取締役社長の血族	54540	3.0
向井　崇	特別利害関係者等	48510	2.7
滝本　理絵	代表取締役社長の血族	27000	1.5
森尾　明	代表取締役社長の血族	26190	1.4
江藤　隆仁	取締役	24570	1.4"
6074	ジェイエスエス	JASDAQスタンダード		B	2013/06/27	1000	950	1200	1200	850	950	藤木　孝夫／1953年生	60	1976	476	189	306694000	2013028	575000	52.2	34.8	13.0	新規事業所の開設資金、直営事業所の修繕維持費、広告宣伝費	2013028000	9.4	2.4	7.0	0	0	0	42.2	0	"ＦＶＣグロース	ベンチャーキャピタル（ファンド）	640000	31.7
ジェイエスエス	自己株式	245000	12.1
江崎グリコ	特別利害関係者等	185528	9.2
奥村　征照	取締役会長	141700	7.0
三井住友海上Ｃ２００５Ｖ	ベンチャーキャピタル（ファンド）	100000	5.0
ＦＶＣリテール	ベンチャーキャピタル（ファンド）	60000	3.0
ニッセイ・キャピタル３号	ベンチャーキャピタル（ファンド）	50000	2.5
藤木　孝夫	代表取締役社長	48200	2.4
従業員持ち株会	特別利害関係者等	47000	2.3
関西サービス	特別利害関係者等	40000	2.0"
4978	リプロセル	JASDAQグロース		A	2013/06/26	2570	3200	10000	17800	2830	3200	横山　周史／1968年生	45	2003	10	46	124999000	8301250	1491200	43.1	43.9	13.0	設備投資、研究開発、海外拠点の開設・拡充・運営、運転資金	21334212500	4.8	4.8	0	0	0	0	33.5	0	"ＳＢＩインキュベーション	ベンチャーキャピタル（ファンド）	1011550	11.5
ニプロ	取引先	1000000	11.4
中内　啓光	創立者	780000	8.9
中辻　憲夫	創立者	780000	8.9
ジャフコ産学共創２号	ベンチャーキャピタル（ファンド）	571420	6.5
トランスサイエンス弐ビー号	ベンチャーキャピタル（ファンド）	455590	5.2
横山　周史	代表取締役社長	421430	4.8
トランスサイエンス参号	ベンチャーキャピタル（ファンド）、清算手続き中	345030	3.9
バイオコンテンツ	ベンチャーキャピタル（ファンド）	338090	3.8
浅井　文子	-	286420	3.2
エヌアイエフジャパンファンド	ベンチャーキャピタル（ファンド）	227250	2.6"
6248	横田製作所	JASDAQスタンダード	-	C	2013/06/13	720	720	1500	1702	700	720	横田　博／1948年生	65	1953	60	16	40000000	1800000	563700	44.4	42.6	13.0	設備投資、運転資金	1296000000	44.7	38.5	6.2	0	0	9.4	0	0	"横田　博	代表取締役社長	416000	26.0
従業員持ち株会	特別利害関係者等	229800	14.4
三浦　真理夫	代表取締役副社長	200000	12.5
横田　義之	従業員	150000	9.4
横田　征子	特別利害関係者等	150000	9.4
広島信用金庫	特別利害関係者等	120000	7.5
横田　恭子	特別利害関係者等	112000	7.0
横田製作所	自己株式	50200	3.1
三浦　治子	役員の配偶者および血族	50000	3.1
田中　尚子	役員の配偶者および血族	50000	3.1
高橋　寛治	特別利害関係者等	48000	3.0"
4587	ペプチドリーム	マザーズ		A	2013/06/11	1820	2500	3500	7900	1920	2500	窪田 規一／1953年生	60	2006	25	29	407750000	12886300	3105000	53.5	33.5	13.0	研究設備への投資、自社パイプライン開発の関連経費	23453066000	46.7	18.5	28.2	0	0	0	4.8	0	"窪田　規一	代表取締役社長	2600000	18.5
菅　裕明	取締役	2200000	15.7
リード・パトリック	常務取締役	1750000	12.5
内田　栄太郎	特別利害関係者等	1400000	10.0
村上　裕	監査役	1100000	7.8
ユーテック一号	ベンチャーキャピタル（ファンド）	666700	4.8
Novartis Pharma	特別利害関係者等	526300	3.8
金子　周一	特別利害関係者等	500000	3.6
陣内　秀昭	特別利害関係者等	500000	3.6
住商ファーマインターナショナル	特別利害関係者等	333300	2.4"
3674	オークファン	マザーズ	-	A	2013/04/25	2280	2600	7000	10480	2280	2600	武永　修一／1978年生	35	2007	27	45	214686000	1763500	368000	65.8	21.2	13.0	サーバー機器などの購入、ソフトウエア開発、本社移転・増床、人材採用費	4020780000	68.4	62.9	5.5	0	0	0	22.9	0	"武永　修一	代表取締役	1092000	62.9
Globis Fund III	ベンチャーキャピタル（ファンド）	147500	8.5
GV－I	ベンチャーキャピタル（ファンド）	105000	6.0
DGインキュベーション	ベンチャーキャピタル（ファンド）	105000	6.0
石橋　航太郎	執行役員	51000	2.9
Globis Fund III (B)	ベンチャーキャピタル（ファンド）	41500	2.4
ネットプライスドットコム	取引先	25000	1.4
飯川　有宜	執行役員	24000	1.4
和出　憲一郎	取締役	21500	1.2
グリー	特別利害関係者等	20000	1.1"
1420	サンヨーホームズ	東証2部		B	2013/04/09	600	700	1300	1250	600	700	田中 康典／1940年生	73	1996	692	33	5275000000	12350000	2070000	87.0	0.0	13.0	長・短期借入金の返済	7410000000	0	0	0	0	0	0	7.6	0	"オリックス	特別利害関係者等	2100000	19.9
セコム	特別利害関係者等	2000000	19.0
ＬＩＸＩＬ	特別利害関係者等	2000000	19.0
関西電力	特別利害関係者等	1530000	14.5
クレディセゾン	特別利害関係者等	300000	2.8
従業員持ち株会	特別利害関係者等	250000	2.4
ＮＶＣＣ６号	ベンチャーキャピタル（ファンド）	200000	1.9
みずほキャピタル第３号	ベンチャーキャピタル（ファンド）	200000	1.9
三菱ＵＦＪキャピタル２号	ベンチャーキャピタル（ファンド）	200000	1.9
ＣＳＫ－ＶＣサステナビリティ・ファンド	ベンチャーキャピタル（ファンド）	200000	1.9
竹中工務店	特別利害関係者等	200000	1.9"
1419	タマホーム	東証1部	-	A	2013/03/27	980	980	1500	1700	870	980	玉木　康裕／1950年生	63	1998	2786	142	876000000	28850000	9244800	70.3	16.6	13.0	出店の差し入れ保証金や設備資金、既存店舗におけるモデルハウスリニューアルなどに伴う設備資金、土地購入資金など	28273000000	71.1	71.1	0	0	0	0	9.1	0	"玉木　康裕	代表取締役会長兼社長	11889900	52.6
玉木　伸弥	専務取締役、代表取締役の血族	1867300	8.3
グループ従業員持ち株会	特別利害関係者等	1481200	6.5
玉木　和恵	代表取締役の配偶者	1360000	6.0
玉木　克弥	常務取締役、代表取締役の血族	960800	4.2
ジャフコV1-B号	ベンチャーキャピタル（ファンド）	528000	2.3
みずほキャピタル	ベンチャーキャピタル（ファンド）	525000	2.3
SMBCキャピタル６号	ベンチャーキャピタル（ファンド）	450000	2.0
ジャフコV1-A号	ベンチャーキャピタル（ファンド）	327000	1.4
安田企業投資４号	ベンチャーキャピタル（ファンド）	252700	1.1"
3673	ブロードリーフ	東証1部		A	2013/03/22	1080	1080	1015	1200	1040	1080	大山　堅司／1968年生	45	2009	840	58	5615675000	24762700	21593000	10.7	76.3	13.0	研究開発、ソフトウエア投資やサーバー投資、広告宣伝費	26743716000	5.2	4.7	0.5	0	0	0	80.6	0	"カーライル・ジャパン・インターナショナル・パートナーズ・ツー	ベンチャーキャピタル（ファンド）	9407100	39.3
カーライル・ジャパン・パートナーズ・ツー	ベンチャーキャピタル（ファンド）	9083400	37.9
オートバックスセブン	特別利害関係者等	2394500	10.0
大山　堅司	代表取締役社長	1130000	4.7
シージェイピー・コ・インベストメント・ツー・ビー	ベンチャーキャピタル（ファンド）	585800	2.5
リコーリース	特別利害関係者等	224700	0.9
シージェイピー・コ・インベストメント・ツー・エー	ベンチャーキャピタル（ファンド）	216700	0.9
サイノコム・ジャパン	特別利害関係者等	200000	0.8
社員持ち株会	特別利害関係者等	115600	0.5
小島　明	取締役執行役員	110000	0.5"
6073	アサンテ	東証2部	-	B	2013/03/19	930	930	1100	1034	900	930	宗政　誠／1943年生	70	1973	844	582	600000000	11500000	2990000	33.4	53.5	13.0	総合研修センターの建て替え	10695000000	73.7	69.0	4.7	0	0	0	0	0	"ムネマサ	代表取締役が議決権の過半数を所有する会社	3750000	32.9
宗政 誠	代表取締役社長	3206425	28.1
従業員持ち株会	特別利害関係者等	848175	7.5
渋谷 健一	専務取締役	531000	4.7
宗政 伸一	代表取締役社長の血族	450000	4.0
サニックス	特別利害関係者等	300000	2.6
宗政 ヨシ	代表取締役社長の配偶者	225000	2.0
宗政 和美	代表取締役社長の血族	225000	2.0
朝日生命保険	特別利害関係者等	120000	1.1
三菱東京ＵＦＪ銀行	特別利害関係者等	90000	0.8"
7215	ファルテック	東証2部	-	B	2013/03/19	3940	3940	4100	4150	3750	3940	戸井田　和彦／1952年生	61	2004	2337	28	2000000000	2962000	1007500	34.5	55.6	9.9	タイ、中国での設備投資	11670280000	56.9	2.0	0	0	54.9	0	18.1	10.8	"ＴＰＲ	親会社	1700000	54.9
MH CapitalPartners II	ベンチャーキャピタル（ファンド）	560000	18.1
ファルテック	自己株式	347579	11.2
広東時利和汽車実業集団	資本提携先	148136	4.8
SRG Global	資本提携先	125885	4.1
ＪＣＵ	資本提携先	60000	1.9
戸井田　和彦	代表取締役社長兼最高経営責任者、関係会社の代表取締役	22900	0.7
高松　克弘	代表取締役副社長兼最高財務責任者、関係会社の監査役	16100	0.5
佐藤　正幸	関係会社の代表取締役	12500	0.4
渡辺　誠	監査役、関係会社の監査役	11800	0.4
三木　啓司	取締役兼常務執行役員、関係会社の代表取締役・取締役	11800	0.4"
2588	ウォーターダイレクト	マザーズ		C	2013/03/15	1000	1200	4000	3600	1000	1200	伊久間  努／1967年生	46	2006	103	35	790500000	2241000	287500	87.0	0.0	13.0	水製造設備の増設	2241000000	0	0	0	0	0	0	41.9	0	"日本テクノロジーベンチャーパートナーズアイ六号	ベンチャーキャピタル（ファンド）	368700	16.6
野村信託銀行  信託口2052130	特別利害関係者等	196600	8.8
野村信託銀行  信託口2052131	特別利害関係者等	196600	8.8
ピグマリオン1号	ベンチャーキャピタル（ファンド）	192100	8.7
アイケアジャパン	特別利害関係者等	190000	8.6
ジャフコ・スーパーV3共有	ベンチャーキャピタル（ファンド）	162000	7.3
サイサン	特別利害関係者等	132000	5.9
リヴァンプ	ベンチャーキャピタル（ファンド）	113000	5.1
日本テクノロジーベンチャーパートナーズP2号	ベンチャーキャピタル（ファンド）	92300	4.2
コスモライフ	特別利害関係者等	90000	4.0"
9025	鴻池運輸	東証1部	-	B	2013/03/15	1000	1020	1020	1404	980	1020	鴻池　忠彦／1953年生	60	1945	10770	121	1688520000	28449601	6872000	37.1	49.9	13.0	冷凍冷蔵倉庫の建設、流通センターの増設、物流センターでの自動荷役倉庫の建設	28449601000	15.5	15.5	0	0	0	0	4.4	0	"鴻池運輸	自己株式	3446300	12.1
従業員持ち株会	特別利害関係者等	3149946	11.1
鳳コーポレーション	特別利害関係者等	3050537	10.7
江之子島商事	役員等が議決権の過半数を所有する会社	2520444	8.9
新日鉄住金	特別利害関係者等	2451359	8.6
鴻池　忠彦	代表取締役社長、子会社の取締役	1882670	6.6
大手町建物	特別利害関係者等	1799137	6.3
鴻池　一季	特別利害関係者等	1741297	6.1
三井住友銀行	金融商品取引業者の人的・資本的関係会社	1240011	4.4
大阪ガス	特別利害関係者等	1124456	4.0"
3672	オルトプラス	マザーズ		A	2013/03/14	1400	1500	4000	4015	1400	1500	石井　武／1969年生	44	2010	93	27	83000000	4000000	1559500	57.7	29.3	13.0	外注加工費、広告宣伝費	5600000000	36.0	29.8	6.2	0	0	4.6	56.3	0	"東京ディスカバリー	ベンチャーキャピタル（ファンド）	1400000	39.4
石井　武	代表取締役CEO	1060000	29.8
みずほキャピタル第３号	ベンチャーキャピタル（ファンド）	600000	16.9
鵜川　太郎	取締役COO	160000	4.5
正法地　智也	取締役CTO	60000	1.7
安藤　正雄	従業員	24000	0.7
小林　陽介	従業員	24000	0.7
牟田口　剛	従業員	24000	0.7
類地　健太郎	従業員	24000	0.7
佐藤　和好	従業員	20000	0.6
清水　謙二	従業員	20000	0.6
池内　伸彦	従業員	20000	0.6"
3182	オイシックス	マザーズ	-	A	2013/03/13	1000	1200	2800	3700	1000	1200	高島　宏平／1973年生	40	1997	170	233	474300000	5363200	805000	62.1	24.8	13.0	物流センターへの設備投資、システム・ソフトウエアなどへの投資、運転資金	5363200000	34.0	27.2	6.8	0	0	0	4.9	0	"高島　宏平	代表取締役社長	1599600	27.2
リクルートホールディングス	特別利害関係者等	662000	11.2
シダックスフードサービス	特別利害関係者等	320000	5.4
Globis Fund III	ベンチャーキャピタル（ファンド）	287368	4.9
ニッセンホールディングス	特別利害関係者等	286400	4.9
アスクル	特別利害関係者等	268800	4.6
山佐	特別利害関係者等	231852	3.9
古府　裕雅	取締役執行役員	200000	3.4
堤　祐輔	取締役執行役員	200000	3.4
吉田　卓司	特別利害関係者等	182000	3.1"
3671	ソフトマックス	マザーズ		B	2013/03/12	1050	1300	4000	5510	1100	1300	永里　義夫／1952年生	61	1974	156	25	200000000	1911500	575000	52.2	34.8	13.0	長期借入金の返済、データセンターの設備投資	2007075000	74.2	73.0	1.2	0	0	1.9	0	0	"野村　俊郎	代表取締役会長、子会社の取締役	1118000	69.4
（医）青雲会	取引先	100000	6.2
鹿児島銀行	取引銀行	80000	5.0
中園　政秀	従業員	30000	1.9
井ノ口　義信	取締役副社長、子会社の代表取締役社長	30000	1.9
永里　義夫	代表取締役社長	28000	1.7
溝口　幸正	常務取締役	20000	1.2
（医）クオラ	取引先	20000	1.2
アイディールエージェンシー	取引先	20000	1.2
従業員持ち株会	特別利害関係者等	20000	1.2"
3670	協立情報通信	JASDAQスタンダード		C	2013/02/20	1650	1500	3000	5000	1450	1500	佐々木　茂則／1935年生	78	1965	238	36	200000000	1200000	402500	37.3	49.7	13.0	設備投資、人材確保および育成のための資金	1980000000	82.2	81.0	1.2	0	0	0	0	0	"佐々木　茂則	代表取締役社長	562773	46.5
日茂	役員等が議決権の過半数を所有する会社	370488	30.6
協立情報通信	自己株式	210000	17.4
佐々木　綾子	代表取締役社長の配偶者	32109	2.6
久野　武男	常務取締役	11400	0.9
佐々木　そのみ	代表取締役社長の血族	7830	0.7
佐々木　道人	代表取締役社長の血族、従業員	6900	0.6
山田　信彦	専務取締役	1500	0.1
石崎　典夫	取締役	1000	0.1
長谷川　浩	取締役	1000	0.1"
3180	ビューティガレージ	マザーズ		B	2013/02/14	2150	2300	4000	4160	2100	2300	野村 秀輝／1967年生	46	2003	114	44	138400000	1153000	239000	39.7	51.9	8.4	大型ショールーム新設、ウェブサイト構築・強化、商品の購入など	2478950000	69.6	64.1	5.5	0	0	0	16.6	0	"野村  秀輝	代表取締役CEO、子会社役員	444000	41.1
供田  修一	代表取締役COO、子会社役員	178000	16.5
ジャフコＶ１－Ｂ号	ベンチャーキャピタル（ファンド）	90000	8.3
野村  貴久	取締役、代表取締役CEOの弟、子会社役員	70000	6.5
樺島  義明	取締役、子会社役員	60000	5.5
ジャフコＶ１－Ａ号	ベンチャーキャピタル（ファンド）	54000	5.0
勝  憲司	特別利害関係者等	40000	3.7
ジャフコＶ１－スター	ベンチャーキャピタル（ファンド）	36000	3.3
従業員持ち株会	特別利害関係者等	25200	2.3
山本  陽一	監査役	24000	2.2"
3181	買収王国	JASDAQスタンダード		B	2013/02/14	800	900	1600	2000	800	900	長谷川　和夫／1951年生	62	1999	104	29	218125000	1700000	431000	49.9	37.1	13.0	短期借入金の返済	1360000000	27.9	21.2	6.7	0	0	0	8.1	0	"カルチャービジネス	特別利害関係者等	524000	35.3
長谷川　和夫	代表取締役社長	210000	14.1
長谷川　太一	代表取締役社長の血族、従業員	105000	7.1
榎本　　計介	特別利害関係者等	100000	6.7
坪井　　秀樹	取締役	70000	4.7
ジャフコＶ２共有	ベンチャーキャピタル（ファンド）	70000	4.7
MUFGベンチャーキャピタル１号	ベンチャーキャピタル（ファンド）	50000	3.4
社員持ち株会	特別利害関係者等	39900	2.7
壬生　順三	取締役	30000	2.0
エスケー商事	特別利害関係者等	30000	2.0
デイジー	特別利害関係者等	30000	2.0"
4586	メドレックス	マザーズ	-	A	2013/02/13	800	1000	2300	2200	800	1000	松村　真良／1944年生	69	2002	23	78	2134555000	5113500	2679900	82.2	4.8	13.0	研究開発費、製剤開発費用、借入金返済	4090800000	27.9	27.9	0	0	0	0	25.4	0	"松村 真良	代表取締役社長	378300	12.2
ジャフコ・バイオテクノロジー1号	ベンチャーキャピタル（ファンド）	337400	10.8
松村 米浩	取締役、代表取締役社長の長男	253100	8.1
松村 まほ	代表取締役社長の配偶者	235000	7.6
ジャフコV1-B号	ベンチャーキャピタル（ファンド）	168700	5.4
興和	取引先	125000	4.0
アント・リード・グローバル	ベンチャーキャピタル（ファンド）	105000	3.4
ジャフコV1-A号	ベンチャーキャピタル（ファンド）	101100	3.2
松村薬局	特別利害関係者等	97000	3.1
NIFSMBC－V2006S1	ベンチャーキャピタル（ファンド）	80600	2.6"
