コード	企業名	上場日	想定価格	公開価格	初値予想	初値	仮条件min	仮条件max	代表者名	代表者の上場時の年齢	設立年	従業員数	株主数	資本金	上場時発行済株数	公開株式数	公募%	売り出し%	オーバーアロットメント%	調達資金使途	想定時価総額	オーナー株%	社長_株%	役員_株%	家族_株%	親会社_株%	従業員_株%	VC_ファンド_株%	VC_ファンド除く_株%	大株主
4415	ブロードエンタープライズ	2021/12/16	2790	2790	3000	3005	2390	2790	中西 良祐（上場時47歳2カ月）／1974年生	47	2000	104	1	90000000	2899000	837200	61.5	25.4	13.0	支社開設、ソフトウエアやハードウエアの開発、通信機器・工事資金、人件費、借入金返済	8088210000	94.89	94.01	0.88	0	0	2.59	0	0	"中西良祐	代表取締役社長	2404000	93.39
中西美津代	取締役副社長、社長の配偶者	16000	0.62
上田大介	取締役	12600	0.49
山本和生	従業員	12600	0.49
鈴木崇史	取締役	10000	0.39
(株)ｳｫｰﾀｰｳｨｯｼｭ	外部協力者	10000	0.39
DOORCOM(株)	外部協力者	10000	0.39
金子俊二	従業員	7600	0.3
山口哲央	従業員	7600	0.3
畑江一生	従業員	7600	0.3
明治崇	従業員	7600	0.3
末吉勝幸	従業員	7600	0.3
林雅浩	従業員	7600	0.3
武田宗一郎	従業員	7600	0.3"
7383	ネットプロテクションズホールディングス	2021/12/15	1250	1450	1700	1378	1300	1450	柴田 紳（上場時46歳4カ月）／1975年生	46	2018	6	15	1337433000	96447000	46691000	8.6	86.9	4.6	システム開発費用、マーケティング費用	120558750000	5.4	3.74	1.66	0	0	0	68.23	20.35	"投組ｱﾄﾞﾊﾞﾝﾃｯｼﾞﾊﾟｰﾄﾅｰｽﾞV号	ベンチャーキャピタル（ファンド）	29699000	30.84
AP Cayman Partners III-I, L.P.	ベンチャーキャピタル（ファンド）	18802000	19.53
ﾘｺｰﾘｰｽ(株)	資本業務提携先	10858000	11.28
AP Cayman Partners III, L.P.	ベンチャーキャピタル（ファンド）	10157000	10.55
(株)ｼﾞｪｰｼｰﾋﾞｰ	資本業務提携先	8737000	9.07
柴田紳	代表取締役社長	3600000	3.74
Japan Fund V, L.P.	ベンチャーキャピタル（ファンド）	2623000	2.72
YorkAsianOpportunitiesInvestme	ベンチャーキャピタル（ファンド）	2322000	2.41
Tsunagu Investments Pte. LTD.	ベンチャーキャピタル（ファンド）	2102000	2.18
鈴木史朗	取締役CTO	1600000	1.66"
4414	フレクト	2021/12/10	2210	2550	3660	5810	2210	2550	黒川 幸治（上場時42歳9カ月）／1979年生	42	2005	160	6	301181000	2841900	580700	43.1	43.9	13.0	人材採用費・人件費、教育費・教育体制強化費用、研究開発費、借入金の返済	6280599000	73.38	62.85	10.53	0	0	0.68	20.099999999999998	0	"(同)ｸﾛ	代表取締役CEOの資産管理会社	1850000	62.85
salesforce.com, inc.	金融商品取引業者など	341900	11.61
Draper Nexus Technology2号投組	金融商品取引業者など	239000	8.12
大橋正興	取締役COO	190000	6.45
山本啓二	執行役員	30000	1.02
大槻真嗣	執行役員	30000	1.02
品川晃一郎	従業員	20000	0.68
塚腰和男	執行役員CFO	20000	0.68
王丸幸一	執行役員	20000	0.68
竹田正和	執行役員	20000	0.68
Draper Nexus Partners II,LLC	金融商品取引業者など	11000	0.37"
7131	のむら産業	2021/12/02	1210	1210	1250	1113	1160	1210	清川 悦男（上場時61歳10カ月）／1960年生	61	1965	76	22	80000000	1546250	761100	0.0	87.0	13.0	-	1870962500	16.92	9.99	6.93	0	0	0	54.7	0	"MCP4投組	ベンチャーキャピタル（ファンド）	761150	54.7
清川悦男	代表取締役社長	139075	9.99
(株)ｻﾀｹ	特別利害関係者など	111350	8.0
ｼｺｰ(株)	特別利害関係者など	69675	5.01
ｱﾙｸ産業(株)	特別利害関係者など	68200	4.9
堀田正仁	常務取締役	41500	2.98
のむら産業社員持ち株会	特別利害関係者など	39075	2.81
松本博	取締役	27500	1.98
西沢賢治	取締役	27350	1.97
ﾆｭｰﾛﾝｸﾞ(株)	特別利害関係者など	25000	1.8
(株)ﾏｸﾞﾄﾛﾆｸｽ	取引先	25000	1.8"
4413	ボードルア	2021/11/30	1850	2000	2000	2750	1850	2000	冨永 重寛（上場時40歳3カ月）／1981年生	40	2007	639	11	50000000	7790000	1610200	36.6	50.3	13.0	採用費、教育費、人件費	14411500000	87.95	82.03	5.92	0	0	2.77	0	0	"冨永重寛	代表取締役社長	4391590	59.17
藤井和也	代表取締役	1696750	22.86
程島義明	取締役	439160	5.92
小林剛士	特別利害関係者など	400000	5.39
三幣尚史	従業員	100000	1.35
森谷岳史	従業員	80000	1.08
汐留ﾊﾟｰﾄﾅｰｽﾞ(株)	協力会社	25200	0.34
森元嗣	従業員	25200	0.34
松沢一応	特別利害関係者など	20000	0.27
藤ヶ崎剛	特別利害関係者など	20000	0.27
(株)ｴｸｿﾝﾎｰﾙﾃﾞｨﾝｸﾞｽ	特別利害関係者など	20000	0.27"
9253	スローガン	2021/11/25	1020	1200	1800	1800	1020	1200	伊藤 豊（上場時44歳0カ月）／1977年生	44	2005	103	21	227102000	2703075	575000	87.0	0.0	13.0	採用活動費および人件費、業務委託費、広告宣伝費	2757136500	76.53	70.94	5.59	0	0	0	7.880000000000001	0	"伊藤豊	代表取締役社長	700000	30.26
Reapra Ventures Pte. Ltd.	役員らが議決権の過半数を所有する会社	539000	23.3
織田一彰	共同創業者	300000	12.97
KMFG(株)	役員らが議決権の過半数を所有する会社	102000	4.41
XTech1号投組	ベンチャーキャピタル（ファンド）	100000	4.32
仁平理斗	取締役執行役員COO	76369	3.3
ｽﾛｰｶﾞﾝ社員持株会	特別利害関係者など	64081	2.77
北川裕憲	取締役執行役員CFO	53000	2.29
(株)ﾄﾞﾘｰﾑｲﾝｷｭﾍﾞｰﾀ	ベンチャーキャピタル（ファンド）	51725	2.24
三菱地所(株)	特別利害関係者など	43105	1.86
ｸﾞﾛｰｳｨﾝ5号投組	ベンチャーキャピタル（ファンド）	30500	1.32"
9252	ラストワンマイル	2021/11/24	1330	1710	2500	2520	1570	1710	清水 望（上場時35歳11カ月）／1985年生	36	2012	73	24	238000000	2732418	402900	42.5	44.5	13.0	人件費や採用費、人材教育費、外注費用	3634115940	62.93	59.08	3.85	0	0	0	2.21	5.43	"清水望	代表取締役社長	1396400	49.39
(株)光通信	特別利害関係者など	200000	7.07
(株)ﾌﾟﾚﾐｱﾑｳｫｰﾀｰﾎｰﾙﾃﾞｨﾝｸﾞｽ	取引先	186900	6.61
秋月帥謙	取締役副社長	167000	5.91
渡辺誠	取締役	108900	3.85
(株)ｽﾏｲﾙ	役員らが議決権の過半数を所有する会社	106845	3.78
(株)ｴｱﾄﾘ	資本業務提携先	91155	3.22
SSSEO(株)	特別利害関係者など	64800	2.29
(株)ﾍﾞｸﾄﾙ	資本提携先	62500	2.21
100ｷｬﾋﾟﾀﾙ1号投組	ベンチャーキャピタル（ファンド）	62500	2.21"
4412	サイエンスアーツ	2021/11/24	1510	1710	4000	4545	1510	1710	平岡 秀一（上場時60歳3カ月）／1961年生	60	2003	22	14	50000000	3356000	253000	79.1	7.9	13.0	人件費、賃借料、オフィス拡張	5067560000	67.68	65.14	2.54	0	0	0	1.83	0	"(同)平岡秀一事務所	役員らが議決権の過半数を所有する会社	1500000	45.66
平岡秀一	代表取締役社長	640000	19.48
SBﾃｸﾉﾛｼﾞｰ(株)	特別利害関係者など	225000	6.85
auｶﾌﾞｺﾑ証券(株)	特別利害関係者など	200000	6.09
(株)ﾌﾞﾛｰﾄﾞﾊﾞﾝﾄﾞﾀﾜｰ	特別利害関係者など	133000	4.05
横道克己	取締役	83600	2.54
岡地証券(株)	特別利害関係者など	70000	2.13
日本ATM(株)	特別利害関係者など	66600	2.03
JPE第2号(株)	ベンチャーキャピタル（ファンド）	60000	1.83
(株)ﾌﾟﾗﾈｯﾄ	特別利害関係者など	50000	1.52
(株)ぐるなび	特別利害関係者など	33300	1.01"
9251	AB&Company	2021/11/19	1470	1490	1400	1400	1470	1490	市瀬 一浩（上場時40歳9カ月）／1981年生	40	2018	14	8	90000000	14786320	5441800	0.9	86.0	13.0	システム開発	21735890400	30.6	30.6	0	0	0	0	67.9	0	"Sunrise Capital III,L.P.	ベンチャーキャピタル（ファンド）	5217580	34.4
Sunrise Capital III(JPY),L.P.	ベンチャーキャピタル（ファンド）	2830560	18.6
Sunrise Capital III(Non-US)L.P	ベンチャーキャピタル（ファンド）	2267580	14.9
丹内悠佑	子会社の代表取締役	1513600	10.0
(株)Logotype	役員らが議決権の過半数を所有する会社	1031540	6.8
(株)SunFlower	役員らが議決権の過半数を所有する会社	1031540	6.8
市瀬一浩	代表取締役	494840	3.3
(株)I.M.C	役員らが議決権の過半数を所有する会社	442080	2.9
永島光	取締役CFO、子会社の代表取締役	74000	0.5
樋口和貴	子会社の代表取締役	47200	0.3"
9250	GRCS	2021/11/18	3270	3600	5400	5400	3270	3600	佐々木 慈和（上場時45歳2カ月）／1976年生	45	2005	121	17	50000000	1309000	374900	40.0	46.9	13.0	採用関連費用、システム関連費用、マーケティング費用、借入金の返済	4280430000	54.82	44.88	9.94	0	0	0	25.009999999999998	0	"(同)Trojans	役員らが議決権の過半数を所有する会社	450000	35.49
ﾆｯｾｲ･ｷｬﾋﾟﾀﾙ7号投組	ベンチャーキャピタル（ファンド）	190000	14.99
佐々木慈和	代表取締役社長	119000	9.39
塚本拓也	取締役	83000	6.55
岩手新事業創造ﾌｧﾝﾄﾞ1号投組	ベンチャーキャピタル（ファンド）	66000	5.21
ｺﾀｴﾙ信託(株)	新株予約権信託の受託者	63500	5.01
板倉聡	特別利害関係者など	60000	4.73
田中郁恵	取締役	43000	3.39
ひまわりG4号投組	ベンチャーキャピタル（ファンド）	36000	2.84
ｲﾉﾍﾞｰｼｮﾝ･ｴﾝｼﾞﾝ産業創出投組	ベンチャーキャピタル（ファンド）	25000	1.97
稲津暢	特別利害関係者など	20000	1.58"
2961	日本調理機	2021/11/09	2710	2710	2850	2750	2610	2710	斎藤 有史（上場時51歳7カ月）／1970年生	51	1947	543	89	597600000	1118572	290900	49.8	37.1	13.0	九州支店建屋の改築、運転資金	3031330120	24.189999999999998	2.31	21.88	0	0	0	0	0	"(有)第一ｴｱ工業	特別利害関係者など	208079	21.08
田中幸子	特別利害関係者など	106082	10.75
斎藤徳子	取締役の血族	104369	10.57
従業員持株会	特別利害関係者など	103474	10.48
斎藤隆哉	取締役の血族	80860	8.19
田中成和	特別利害関係者など	37439	3.79
黒沢公雄	特別利害関係者など	31000	3.14
西山昌子	取締役の血族	30778	3.12
佐藤由美子	特別利害関係者など	29900	3.03
斎藤有史	代表取締役社長	22800	2.31"
4379	Photosynth	2021/11/05	1500	1500	1800	1410	1250	1500	河瀬 航大（上場時33歳1カ月）／1988年生	33	2014	149	39	1039630000	15235400	7260200	9.6	77.3	13.0	広告宣伝費、賃貸用資産への投資、ソフトウエア開発費、借入金の返済	22853100000	18.35	18.35	0	0	0	0	38.39	0	"河瀬航大	代表取締役社長	2962800	18.35
ｸﾞﾛｰﾋﾞｽ5号ﾌｧﾝﾄﾞ投組	ベンチャーキャピタル（ファンド）	1583600	9.81
農林中央金庫	特別利害関係者など	1202000	7.45
ｺﾀｴﾙ信託(株)	新株予約権の受託者	914200	5.66
ｼﾞｬﾌｺSV4共有投組	ベンチャーキャピタル（ファンド）	883200	5.47
Fidelity Funds	ベンチャーキャピタル（ファンド）	700000	4.34
Globis Fund V, L. P.	ベンチャーキャピタル（ファンド）	676000	4.19
DCIﾊｲﾃｸ製造業成長支援投組	ベンチャーキャピタル（ファンド）	674800	4.18
(株)ｶﾞｲｱｯｸｽ	ベンチャーキャピタル（ファンド）	616000	3.82
東京都ﾍﾞﾝﾁｬｰ企業成長支援投組	ベンチャーキャピタル（ファンド）	562400	3.48
Fidelity Japan Trust	ベンチャーキャピタル（ファンド）	500000	3.1"
4250	フロンティア	2021/11/01	910	930	1250	958	830	930	山田 紀之（上場時46歳8カ月）／1975年生	46	2003	14	17	30000000	680000	115000	43.5	43.5	13.0	フロアマット製造工場の建設費、機械購入代金	618800000	76.96	54.11	19.68	0	3.17	0	0	0	"山田紀之	代表取締役社長	340900	54.11
立石直孝	常務取締役	104000	16.51
伊藤一三	特別利害関係者など	60000	9.52
加賀電子(株)	取引先の親会社	20000	3.17
LUM WAI CHEE	特別利害関係者など	20000	3.17
石井悠士	特別利害関係者など	20000	3.17
長弘めぐみ	取締役の親族	20000	3.17
高橋(株)	特別利害関係者など	16000	2.54
(有)ｲｰｼﾞｰ･ｺﾝｻﾙﾃｨﾝｸﾞ	特別利害関係者など	6000	0.95
古賀仁志	特別利害関係者など	5000	0.79"
4378	CINC	2021/10/26	2850	3080	4500	3950	2850	3080	石松 友典（上場時41歳5カ月）／1980年生	41	2014	87	4	10000000	3328000	957200	34.3	52.7	13.0	サービス開発費、設備投資、人材投資、借入金返済	9484800000	91.87	91.60000000000001	0.27	0	0	0.7	0	0	"石松友典	代表取締役社長	1290000	39.39
(株)CZ	役員らが議決権の過半数を所有する会社	810000	24.73
(株)平企画	役員らが議決権の過半数を所有する会社	465000	14.2
平大志朗	取締役副社長	435000	13.28
前山奈津子	新株予約権の受託者	240000	7.33
渡井弘一	従業員	9000	0.27
雨越仁	取締役	9000	0.27
山地竜太	従業員	7500	0.23
間藤大地	従業員	6600	0.2
外石正行	監査役	3000	0.09"
6523	PHCホールディングス	2021/10/14	3700	3250	3120	3120	3250	3500	ジョン・マロッタ（上場時42歳0カ月）／1979年生	42	2013	181	36	36409120000	122975015	25401100	26.0	60.9	13.0	設備投資、借入金の返済	455007555500	46.730000000000004	0.21	0.7500000000000001	0	45.77	0	4.69	0	"KKR PHC Investment L.P.	親会社	55804244	45.77
三井物産(株)	その他の関係会社	24594240	20.17
(株)生命科学ｲﾝｽﾃｨﾃｭｰﾄ	特別利害関係者など	15348237	12.59
ﾊﾟﾅｿﾆｯｸ(株)	特別利害関係者など	13158136	10.79
LCA 3 Moonshot LP	ベンチャーキャピタル（ファンド）	5714286	4.69
従業員持ち株会	特別利害関係者など	1014190	0.83
平嶋竜一	執行役員	258820	0.21
宮崎正次	代表取締役副社長COOなど	255226	0.21
大塚孝之	執行役員、子会社取締役および監査役	239730	0.2
山根健司	特別利害関係者など	236000	0.19
丸橋祐次	子会社の取締役および監査役	214329	0.18
高橋治	子会社の取締役および監査役	194030	0.16"
9249	日本エコシステム	2021/10/08	2090	2120	2300	2200	2060	2120	松島 穣（上場時48歳1カ月）／1973年生	48	1998	137	5	88888000	2670000	770000	87.0	0.0	13.0	設備資金、システム開発資金、研究開発資金、人材採用・育成資金、M&Aに係る調査・外注費、人件費	5580300000	98.35000000000001	93.92	4.430000000000001	0	0	0	0	0	"松福(株)	役員らが議決権の過半数を所有する会社	1100000	51.89
ｵｸﾔﾎｰﾙﾃﾞｨﾝｸﾞｽ(株)	役員らが議決権の過半数を所有する会社	650000	30.66
松島穣	代表取締役社長など	203000	9.58
松島啓晃	代表取締役社長の血族	38000	1.79
中村成一	専務取締役など	29000	1.37
内田敦	取締役など	29000	1.37
奥村泰典	常務取締役など	20000	0.94
稲生篤彦	取締役など	10000	0.47
JES社員持ち株会	特別利害関係者など	9000	0.42
亀山直人	取締役など	6000	0.28"
4377	ワンキャリア	2021/10/07	2040	2090	2500	2500	2040	2090	宮下 尚之（上場時36歳6カ月）／1985年生	36	2015	66	9	1000000	5600000	1329600	45.1	41.8	13.0	広告宣伝費、外注費、人件費、採用広告費、借入金返済	11424000000	85.1	80.91999999999999	4.18	0	0	2.7600000000000002	9.2	0	"宮下尚之	代表取締役社長(資産管理会社分含む)	4037500	74.21
長沢有紘	取締役副社長	365000	6.71
UBV Fund-I投組	ベンチャーキャピタル（ファンド）	250000	4.6
(株)SMBC信託銀(特定金外信PKSHA	ベンチャーキャピタル（ファンド）	250000	4.6
(株)AMG	ｱｲﾌﾙ会長一族の資産管理会社	125000	2.3
北野唯我	取締役最高戦略責任者	90000	1.65
佐藤裕介	特別利害関係者など	50000	0.92
長谷川嵩明	従業員	50000	0.92
田中晋太朗	従業員	35000	0.64
美沢臣一	監査役	25000	0.46
若山隼佑	従業員	15000	0.28
高木新平	取締役	12500	0.23
寺口浩大	従業員	12500	0.23
松本篤志	従業員	12500	0.23
井上茉悠	従業員	12500	0.23
小川勇輔	従業員	12500	0.23"
6522	アスタリスク	2021/09/30	3080	3300	5000	5760	3080	3300	鈴木 規之（上場時49歳0カ月）／1972年生	49	2006	50	16	150000000	1630000	402500	87.0	0.0	13.0	研究所ビル建設、研究開発・評価設備取得、借入金の返済	5020400000	62.4	58.58	3.8200000000000003	0	0	1.55	15.729999999999999	8.92	"ﾄﾘﾌﾟﾙｳｨﾝ(株)	役員らが議決権の過半数を所有する会社	800000	55.76
伊藤忠紙ﾊﾟﾙﾌﾟ(株)	資本業務提携先	128000	8.92
DCIﾊｲﾃｸ製造業成長支援投組	ベンチャーキャピタル（ファンド）	81800	5.7
東京都ﾍﾞﾝﾁｬｰ企業成長支援投組	ベンチャーキャピタル（ファンド）	68200	4.75
鈴木規之	代表取締役執行役員社長	40500	2.82
熊本尚樹	取締役執行役員	32000	2.23
三菱UFJｷｬﾋﾟﾀﾙ5号投組	ベンチャーキャピタル（ファンド）	30000	2.09
SMBCﾍﾞﾝﾁｬｰｷｬﾋﾟﾀﾙ2号投組	ベンチャーキャピタル（ファンド）	30000	2.09
薛文宝	執行役員、子会社の取締役	22750	1.59
大川貴之	従業員	22250	1.55
SBIﾍﾞﾝﾁｬｰ企業成長支援3号投組	ベンチャーキャピタル（ファンド）	15824	1.1"
4375	セーフィー	2021/09/29	2280	2430	3300	3350	2280	2430	佐渡島 隆平（上場時41歳11カ月）／1979年生	42	2014	193	51	100000000	49147700	10360000	31.8	55.1	13.0	人件費、オフィス増床費、広告宣伝費、借入金の返済、海外展開準備資金	112056756000	51.76	29.27	22.49	0	0	0.78	5.9	17.710000000000004	"佐渡島隆平	代表取締役社長CEO	15376000	29.27
下崎守朗	取締役	6542000	12.45
ｿﾆｰﾈｯﾄﾜ-ｸｺﾐｭﾆｹｰｼｮﾝｽﾞ(株)	取引先	5800000	11.04
森本数馬	取締役CTO	4562000	8.68
ｵﾘｯｸｽ(株)	資本業務提携先	3250000	6.19
ｷﾔﾉﾝﾏｰｹﾃｨﾝｸﾞｼﾞｬﾊﾟﾝ(株)	資本業務提携先	3250000	6.19
31VENTURES-ｸﾞﾛｰﾊﾞﾙ･ﾌﾞﾚｲﾝｰ(同)	ベンチャーキャピタル（ファンド）	2600000	4.95
関西電力(株)	資本業務提携先	2400000	4.57
古田哲晴	取締役CFO	714000	1.36
NTTｲﾝﾍﾞｽﾄﾒﾝﾄ･ﾊﾟｰﾄﾅｰｽﾞF3号投組	ベンチャーキャピタル（ファンド）	500000	0.95
小室秀明	従業員	410000	0.78
岩田耕一	特別利害関係者など	400000	0.76
須田将啓	特別利害関係者など	400000	0.76
藤井真人	特別利害関係者など	400000	0.76
(株)ﾃｨｰｶﾞｲｱ	資本業務提携先	400000	0.76"
9246	プロジェクトカンパニー	2021/09/29	2650	2650	3500	3500	2570	2650	土井 悠之介（上場時32歳4カ月）／1989年生	32	2016	50	32	311950000	5385900	1236800	27.7	59.3	13.0	人材の採用・育成費、新規事業の検討・開発、オフィスの増床、借入金の返済	14272635000	76.05	35.39	40.66	0	0	3.64	9.18	0	"土井悠之介	代表取締役社長	1947500	35.39
伊藤翔太	取締役会長	1947500	35.39
新宅央	専務取締役	250000	4.54
SBIﾎｰﾙﾃﾞｨﾝｸﾞｽ(株)	金融商品取引業者など	235000	4.27
SBI AI&Blockchain投組	ベンチャーキャピタル（ファンド）	150000	2.73
SBI Ventures Two(株)	ベンチャーキャピタル（ファンド）	120000	2.18
鑓水葵	従業員	100000	1.82
古瀬豪	特別利害関係者など	80000	1.45
江竜寛之	特別利害関係者など	77000	1.4
高木秀邦	特別利害関係者など	67000	1.22
平石大祐	従業員	50000	0.91
鹿島祐希	従業員	50000	0.91
山田尚史	特別利害関係者など	40000	0.73
桃崎有治	監査役	40000	0.73
(株)AOGIRI	特別利害関係者など	40000	0.73
藤嶋祐作	取締役	40000	0.73"
9245	リベロ	2021/09/28	1680	1400	2500	1940	1250	1400	鹿島 秀俊（上場時43歳0カ月）／1978年生	43	2009	96	28	86000000	5258000	549700	87.0	0.0	13.0	人件費・採用費、販促費・広告宣伝費、設備投資	8833440000	74.66	47.019999999999996	27.64	0	0	0	0.36	0	"鹿島秀俊	代表取締役社長	2610000	46.66
横川尚佳	常務取締役	1485000	26.55
(株)ﾍﾞﾈﾌｨｯﾄ･ﾜﾝ	特別利害関係者など	455000	8.13
(株)東京ﾕﾅｲﾃｯﾄﾞ	新株予約権信託の受託者	370000	6.62
(株)ﾍﾞｸﾄﾙ	特別利害関係者など	125000	2.23
堀主知ﾛﾊﾞｰﾄ	特別利害関係者など	45000	0.8
楠武史	取締役	36000	0.64
(株)三好不動産	特別利害関係者など	30000	0.54
岡本泰彦	取締役	25000	0.45
中島謙一郎	特別利害関係者など	25000	0.45
(株)ONPA JAPAN	特別利害関係者など	25000	0.45
(株)ｲﾅﾐｺｰﾎﾟﾚｰｼｮﾝ	取引先	25000	0.45
(株)ｴﾑ･ｼﾞｪｲホーム	取引先	25000	0.45
(株)ﾊｰﾄｲﾝﾀｰﾅｼｮﾅﾙ	特別利害関係者など	20000	0.36
Apaman Network(株)	ベンチャーキャピタル（ファンド）	20000	0.36
SBSﾎｰﾙﾃﾞｨﾝｸﾞｽ(株)	取引先	20000	0.36
(株)ｴﾘｯﾂﾎｰﾙﾃﾞｨﾝｸﾞｽ	取引先	20000	0.36
(有)ﾏﾅｯｸｽ	役員らが議決権の過半数を所有する会社	20000	0.36
(株)ﾀｶﾗﾚﾝﾀｯｸｽｸﾞﾙｰﾌﾟﾎｰﾙﾃﾞｨﾝｸﾞｽ	取引先	20000	0.36"
4374	ROBOT PAYMENT	2021/09/28	1760	1860	3720	3725	1720	1860	清久 健也（上場時51歳4カ月）／1970年生	51	2000	75	40	100000000	3728566	253000	43.5	43.5	13.0	広告宣伝費、採用費・人件費、設備投資	6562276160	54.1	52.78	1.32	0	0	0	15.3	0	"清久健也	代表取締役	1699864	42.81
KKｷｬﾋﾟﾀﾙ(株)	代表取締役の資産管理会社	396032	9.97
GMCMVentureCapitalPartners I Inc	ベンチャーキャピタル（ファンド）	320000	8.06
(株)ﾍﾞｸﾄﾙ	特別利害関係者など	165000	4.15
BSP第4号投組	ベンチャーキャピタル（ファンド）	109088	2.75
(株)Orchestra Investment	ベンチャーキャピタル（ファンド）	105610	2.66
小野進一	外部協力者	86408	2.18
(株)ｴｱﾄﾘ	特別利害関係者など	82500	2.08
100ｷｬﾋﾟﾀﾙ1号投組	ベンチャーキャピタル（ファンド）	72608	1.83
菅下清広	特別利害関係者など	59800	1.51
川本圭祐	取締役	52300	1.32
(株)AMBITION	特別利害関係者など	49602	1.25"
9244	デジタリフト	2021/09/28	1490	1570	3200	2110	1490	1570	百本 正博（上場時51歳4カ月）／1970年生	51	2012	49	4	9800000	1475000	490200	22.4	64.5	13.0	人材採用、サービス強化、借入金返済	2197750000	87.47	34.25	1.85	0	51.37	2.71	6.85	0	"(株)ﾌﾘｰｸｱｳﾄ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	親会社	750000	51.37
百本正博	代表取締役	500000	34.25
ANRI1号投組	ベンチャーキャピタル（ファンド）	100000	6.85
鹿熊亮甫	取締役	27000	1.85
(有)EIF	特別利害関係者など	15000	1.03
奥谷慧	従業員	15000	1.03
青島知彦	従業員	9000	0.62
石塚久路	従業員	5000	0.34
朝長広樹	従業員	3500	0.24
荒井亮	従業員	3500	0.24
樫村憲一	従業員	3500	0.24"
4073	ジィ・シィ企画	2021/09/28	1810	1890	3800	2560	1810	1890	矢ヶ部 啓一（上場時59歳6カ月）／1962年生	59	1995	114	56	190650000	2288160	460000	43.5	43.5	13.0	設備投資、人材採用費、借入金返済	4141569600	66.52000000000001	34.9	31.620000000000005	0	0	3.06	0	0	"(株)ｺﾐｭｰﾝ	役員らが議決権の過半数を所有する会社	607440	26.14
金子哲司	取締役会長	274000	11.79
矢ヶ部啓一	代表取締役社長	203600	8.76
(株)ｱｲﾈｯﾄ	取引先	160000	6.89
坂井正人	取締役	158000	6.8
従業員持株会	特別利害関係者など	145240	6.25
金子京子	取締役会長の配偶者	134400	5.78
小坂大輔	従業員	71200	3.06
近藤茂男	執行役員	56800	2.44
高木洋介	取締役	56120	2.42
小関哲	取締役	55600	2.39
高橋恵二	特別利害関係者など	45760	1.97"
4889	レナサイエンス	2021/09/24	630	670	1005	976	630	670	内藤 幸嗣（上場時62歳6カ月）／1959年生	62	2000	5	15	210000000	12269000	3394100	66.0	21.0	13.0	研究開発、借入金の返済	7729470000	68.39	0	68.39	0	0	0	29.57	0	"宮田敏男	取締役会長	3420000	34.05
大和日台ﾊﾞｲｵﾍﾞﾝﾁｬｰ投組	ベンチャーキャピタル（ファンド）	2341200	23.31
宮田あや	取締役の親族	1200000	11.95
宮田萌美	取締役の親族	1050000	10.45
加藤敬子	取締役の親族	600000	5.97
宮田光世	取締役の親族	480000	4.78
THVP-1号投組	ベンチャーキャピタル（ファンド）	360000	3.58
SMBC社会課題解決投組	ベンチャーキャピタル（ファンド）	150000	1.49
KSP5号投組	ベンチャーキャピタル（ファンド）	120000	1.19
宮田一慶	取締役の親族	120000	1.19"
4373	シンプレクス・ホールディングス	2021/09/22	1520	1620	1800	1660	1520	1620	金子 英樹（上場時58歳0カ月）／1963年生	58	2016	65	16	285000000	48291800	22091000	0.0	93.5	6.5	-	73403536000	37.32	20.73	16.59	0	0	1.16	38.53	0	"刈田･ｼﾝﾌﾟﾚｸｽ投組	ベンチャーキャピタル（ファンド）	19000000	31.01
金子英樹	代表取締役社長CEOなど	12702500	20.73
五十嵐充	子会社の取締役など	7141900	11.66
ｼﾝﾌﾟﾚｸｽ従業員持株会	特別利害関係者など	3404800	5.56
福井康人	子会社の取締役など	3021800	4.93
田中健一	特別利害関係者など	2673000	4.36
農林中央金庫	ベンチャーキャピタル（ファンド）	2377500	3.88
(株)刈田･ｱﾝﾄﾞ･ｶﾝﾊﾟﾆｰ	ベンチャーキャピタル（ファンド）	1310600	2.14
KARITA&CompanyMicronesiaInc.	ベンチャーキャピタル（ファンド）	917500	1.5
福山啓悟	グループの従業員	712500	1.16"
4371	コアコンセプト・テクノロジー	2021/09/22	3350	3500	6000	7040	3350	3500	金子 武史（上場時45歳4カ月）／1976年生	45	2009	234	17	92000000	3787000	425500	47.0	40.0	13.0	人材採用費・人件費、社内管理システム導入費用	12686450000	62.699999999999996	24.85	37.849999999999994	0	0	9.31	0	0	"金子武史	代表取締役社長CEO	720000	16.72
芸陽線材(株)	取締役会長の親族らが経営する会社	400000	9.29
下村克則	取締役会長	370000	8.59
田口紀成	取締役CTO	360000	8.36
(株)SHIMOMURA	役員らが議決権の過半数を所有する会社	350000	8.13
津野尾肇	取締役	280000	6.5
高盛豊文	元取締役、取締役会長の親族	220000	5.11
中島数晃	取締役CFO	220000	5.11
田中浩和	従業員	200400	4.65
ｸﾞｯﾄﾞｴｺ(株)	高盛豊文氏の資産管理会社	200000	4.64
ｺﾀｴﾙ信託(株)	新株予約権信託の受託者	150000	3.48
高橋雪乃	従業員	100500	2.33
岩山道代	従業員	100400	2.33
ﾃｨｰﾑｽﾞ(株)	特別利害関係者など	100000	2.32
(株)NAKAX	特別利害関係者など	100000	2.32"
