日付	書類	期	連単	区分	四半期	項目名	タグ	値	単位	表示	コンテキスト	出所
2022-05-12	年次	当期	単体	実績		1株当たり純資産	NetAssetsPerShare	2501.76	JPYPerShares	2,501.76	CurrentYearInstant_NonConsolidatedMember_ResultMember	/disc/80370/081220220502533103_tse-acedjpsm-80370-20220502533103-ixbrl.htm
2022-05-12	年次	前期	単体	実績		総資産	TotalAssets	141896000000	JPY	141,896	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/80370/081220220502533103_tse-acedjpsm-80370-20220502533103-ixbrl.htm
2022-05-12	年次	前期	単体	実績		純資産	NetAssets	79583000000	JPY	79,583	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/80370/081220220502533103_tse-acedjpsm-80370-20220502533103-ixbrl.htm
2022-05-12	年次	前期	単体	実績		自己資本比率	CapitalAdequacyRatio	0.561	Pure	56.1	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/80370/081220220502533103_tse-acedjpsm-80370-20220502533103-ixbrl.htm
2022-05-12	年次	前期	単体	実績		1株当たり純資産	NetAssetsPerShare	2368.52	JPYPerShares	2,368.52	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/80370/081220220502533103_tse-acedjpsm-80370-20220502533103-ixbrl.htm
2022-05-12	年次	当期	単体	実績		自己資本	OwnersEquity	84060000000	JPY	84,060	CurrentYearInstant_NonConsolidatedMember_ResultMember	/disc/80370/081220220502533103_tse-acedjpsm-80370-20220502533103-ixbrl.htm
2022-05-12	年次	前期	単体	実績		自己資本	OwnersEquity	79583000000	JPY	79,583	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/80370/081220220502533103_tse-acedjpsm-80370-20220502533103-ixbrl.htm
2022-05-12	年次	来期				将来情報の利用に関する注意	NotesForUsingForecastedInformationAndOthers			本資料に記載されている業績見通し等の将来に関する記述は、当社が現在入手している情報及び合理的であると判断する一定の前提に基づいており、その達成を当社として約束する趣旨のものではありません。また、実際の業績等は様々な要因により大きく異なる可能性があります。業績予想の前提となる条件及び業績予想のご利用に当たっての注意事項等については、添付資料３ページ「１．経営成績等の概況（１）経営成績に関する分析」をご覧ください。	NextYearDuration	/disc/80370/081220220502533103_tse-acedjpsm-80370-20220502533103-ixbrl.htm
2022-05-12	年次	当期				決算期末	FiscalYearEnd			2022-03-31	CurrentYearInstant	/disc/80370/081220220502533103_tse-acedjpsm-80370-20220502533103-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計				書類名	DocumentName			第1四半期決算短信〔日本基準〕（連結）	CurrentAccumulatedQ1Instant	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計				提出日	FilingDate			令和4年8月9日	CurrentAccumulatedQ1Instant	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計				会社名	CompanyName			カメイ株式会社	CurrentAccumulatedQ1Instant	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計					TokyoStockExchange			東	CurrentAccumulatedQ1Instant	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計				証券コード	SecuritiesCode			80370	CurrentAccumulatedQ1Instant	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計				URL	URL			https://www.kamei.co.jp/	CurrentAccumulatedQ1Instant	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計				代表者の役職	TitleRepresentative			代表取締役社長	CurrentAccumulatedQ1Instant	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計				代表者名	NameRepresentative			亀井文行	CurrentAccumulatedQ1Instant	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計					TitleInquiries			管理部長	CurrentAccumulatedQ1Instant	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計					NameInquiries			遠藤忠章	CurrentAccumulatedQ1Instant	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計					Tel			022-264-6112	CurrentAccumulatedQ1Instant	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計					QuarterlyStatementFilingDateAsPlanned			令和4年8月9日	CurrentAccumulatedQ1Instant	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計					SupplementalMaterialOfQuarterlyResults			無	CurrentAccumulatedQ1Instant	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計					ConveningBriefingOfQuarterlyResults			無	CurrentAccumulatedQ1Instant	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計					NoteToFractionProcessingMethod			（百万円未満切捨て）	CurrentAccumulatedQ1Instant	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		売上高	NetSales	124181000000	JPY	124,181	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		売上高の増減率	ChangeInNetSales	0.265	Pure	26.5	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		営業利益	OperatingIncome	3320000000	JPY	3,320	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		営業利益の増減率	ChangeInOperatingIncome	0.358	Pure	35.8	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		経常利益	OrdinaryIncome	3845000000	JPY	3,845	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		経常利益の増減率	ChangeInOrdinaryIncome	0.307	Pure	30.7	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		親会社株主に帰属する当期純利益	ProfitAttributableToOwnersOfParent	2573000000	JPY	2,573	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		親会社株主に帰属する当期純利益の増減率	ChangeInProfitAttributableToOwnersOfParent	0.495	Pure	49.5	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期第1四半期累計	連結	実績		売上高	NetSales	98167000000	JPY	98,167	PriorAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期第1四半期累計	連結	実績		売上高の増減率	ChangeInNetSales	0.192	Pure	19.2	PriorAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期第1四半期累計	連結	実績		営業利益	OperatingIncome	2445000000	JPY	2,445	PriorAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期第1四半期累計	連結	実績		営業利益の増減率	ChangeInOperatingIncome	0.603	Pure	60.3	PriorAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期第1四半期累計	連結	実績		経常利益	OrdinaryIncome	2942000000	JPY	2,942	PriorAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期第1四半期累計	連結	実績		経常利益の増減率	ChangeInOrdinaryIncome	0.638	Pure	63.8	PriorAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期第1四半期累計	連結	実績		親会社株主に帰属する当期純利益	ProfitAttributableToOwnersOfParent	1722000000	JPY	1,722	PriorAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期第1四半期累計	連結	実績		親会社株主に帰属する当期純利益の増減率	ChangeInProfitAttributableToOwnersOfParent	0.268	Pure	26.8	PriorAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		包括利益	ComprehensiveIncome	4334000000	JPY	4,334	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		包括利益の増減率	ChangeInComprehensiveIncome	0.516	Pure	51.6	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期第1四半期累計	連結	実績		包括利益	ComprehensiveIncome	2859000000	JPY	2,859	PriorAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期第1四半期累計	連結	実績		包括利益の増減率	ChangeInComprehensiveIncome	0.902	Pure	90.2	PriorAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		1株当たり当期純利益	NetIncomePerShare	76.61	JPYPerShares	76.61	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期第1四半期累計	連結	実績		1株当たり当期純利益	NetIncomePerShare	51.25	JPYPerShares	51.25	PriorAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		総資産	TotalAssets	281181000000	JPY	281,181	CurrentAccumulatedQ1Instant_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		純資産	NetAssets	136289000000	JPY	136,289	CurrentAccumulatedQ1Instant_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		自己資本比率	CapitalAdequacyRatio	0.459	Pure	45.9	CurrentAccumulatedQ1Instant_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		1株当たり純資産	NetAssetsPerShare	3841.83	JPYPerShares	3,841.83	CurrentAccumulatedQ1Instant_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期	連結	実績		総資産	TotalAssets	285947000000	JPY	285,947	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期	連結	実績		純資産	NetAssets	132649000000	JPY	132,649	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期	連結	実績		自己資本比率	CapitalAdequacyRatio	0.439	Pure	43.9	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期	連結	実績		1株当たり純資産	NetAssetsPerShare	3733.92	JPYPerShares	3,733.92	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		自己資本	OwnersEquity	129087000000	JPY	129,087	CurrentAccumulatedQ1Instant_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期	連結	実績		自己資本	OwnersEquity	125461000000	JPY	125,461	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績			NoteToFinancialPositions			（注）当第１四半期連結会計期間において、企業結合に係る暫定的な会計処理の確定を行っており、前連結会計年度の各数値については、暫定的な会計処理 の確定の内容を反映しております。	CurrentAccumulatedQ1Instant_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期	単体	実績	第2四半期末	1株当たり配当金	DividendPerShare	17.50	JPYPerShares	17.50	PriorYearDuration_SecondQuarterMember_NonConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期	単体	実績	期末	1株当たり配当金	DividendPerShare	18.50	JPYPerShares	18.50	PriorYearDuration_YearEndMember_NonConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期	単体	実績	合計	1株当たり配当金	DividendPerShare	36.00	JPYPerShares	36.00	PriorYearDuration_AnnualMember_NonConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期	単体	予想	第2四半期末	1株当たり配当金	DividendPerShare	18.50	JPYPerShares	18.50	CurrentYearDuration_SecondQuarterMember_NonConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期	単体	予想	期末	1株当たり配当金	DividendPerShare	18.50	JPYPerShares	18.50	CurrentYearDuration_YearEndMember_NonConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期	単体	予想	合計	1株当たり配当金	DividendPerShare	37.00	JPYPerShares	37.00	CurrentYearDuration_AnnualMember_NonConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期	単体	実績	合計	当四半期における配当予想の修正	CorrectionOfDividendForecastInThisQuarter			無	CurrentYearDuration_AnnualMember_NonConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期	連結	予想		業績予想の見出し	TitleForForecasts			3. 令和 5年 3月期の連結業績予想（令和 4年 4月 1日～令和 5年 3月31日）	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第2四半期累計	連結	予想		売上高	NetSales	232000000000	JPY	232,000	CurrentAccumulatedQ2Duration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第2四半期累計	連結	予想		売上高の増減率	ChangeInNetSales	0.143	Pure	14.3	CurrentAccumulatedQ2Duration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第2四半期累計	連結	予想		営業利益	OperatingIncome	5100000000	JPY	5,100	CurrentAccumulatedQ2Duration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第2四半期累計	連結	予想		営業利益の増減率	ChangeInOperatingIncome	0.068	Pure	6.8	CurrentAccumulatedQ2Duration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第2四半期累計	連結	予想		経常利益	OrdinaryIncome	5500000000	JPY	5,500	CurrentAccumulatedQ2Duration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第2四半期累計	連結	予想		経常利益の増減率	ChangeInOrdinaryIncome	0.011	Pure	1.1	CurrentAccumulatedQ2Duration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第2四半期累計	連結	予想		当期純利益	NetIncome	3300000000	JPY	3,300	CurrentAccumulatedQ2Duration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第2四半期累計	連結	予想		当期純利益の増減率	ChangeInNetIncome	0.003	Pure	0.3	CurrentAccumulatedQ2Duration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第2四半期累計	連結	予想		1株当たり当期純利益	NetIncomePerShare	98.21	JPYPerShares	98.21	CurrentAccumulatedQ2Duration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期	連結	予想		売上高	NetSales	536000000000	JPY	536,000	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期	連結	予想		売上高の増減率	ChangeInNetSales	0.111	Pure	11.1	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期	連結	予想		営業利益	OperatingIncome	13600000000	JPY	13,600	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期	連結	予想		営業利益の増減率	ChangeInOperatingIncome	0.075	Pure	7.5	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期	連結	予想		経常利益	OrdinaryIncome	14800000000	JPY	14,800	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期	連結	予想		経常利益の増減率	ChangeInOrdinaryIncome	0.005	Pure	0.5	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期	連結	予想		当期純利益	NetIncome	8900000000	JPY	8,900	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期	連結	予想		当期純利益の増減率	ChangeInNetIncome	0.045	Pure	4.5	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期	連結	予想		1株当たり当期純利益	NetIncomePerShare	264.88	JPYPerShares	264.88	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期	連結	予想		当四半期における業績予想の修正	CorrectionOfConsolidatedFinancialForecastInThisQuarter			無	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績			MaterialChangesInSubsidiariesDuringThisPeriodChangesInScopeOfConsolidationsResultingFromChangeIsSubsidiaries			無	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績			ApplyingOfSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatements			無	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		会計基準等の改正に伴う変更	ChangesBasedOnRevisionsOfAccountingStandard			有	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		それ以外の会計方針の変更	ChangesOtherThanOnesBasedOnRevisionsOfAccountingStandard			無	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		会計上の見積りの変更	ChangesInAccountingEstimates			無	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績		修正再表示	RetrospectiveRestatement			無	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	連結	実績			NoteToChangesInAccountingPoliciesAccountingEstimatesAndRetrospectiveRestatementQuarterlyConsolidated			（注）詳細は、添付資料９ページ「２．四半期連結財務諸表及び主な注記（３）四半期連結財務諸表に関する注記事項（会計方針の変更）」をご覧ください。	CurrentAccumulatedQ1Duration_ConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	単体	実績		期末発行済株式数(自己株式を含む)	NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock	37591969	Shares	37,591,969	CurrentAccumulatedQ1Instant_NonConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期	単体	実績		期末発行済株式数(自己株式を含む)	NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock	37591969	Shares	37,591,969	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	単体	実績		期末自己株式数	NumberOfTreasuryStockAtTheEndOfFiscalYear	3991368	Shares	3,991,368	CurrentAccumulatedQ1Instant_NonConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期	単体	実績		期末自己株式数	NumberOfTreasuryStockAtTheEndOfFiscalYear	3991368	Shares	3,991,368	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計	単体	実績		期中平均株式数	AverageNumberOfShares	33600601	Shares	33,600,601	CurrentAccumulatedQ1Duration_NonConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	前期第1四半期累計	単体	実績		期中平均株式数	AverageNumberOfShares	33600691	Shares	33,600,691	PriorAccumulatedQ1Duration_NonConsolidatedMember_ResultMember	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期				将来情報の利用に関する注意	NotesForUsingForecastedInformationAndOthers			本資料に記載されている業績見通し等の将来に関する記述は、当社が現在入手している情報及び合理的であると判断する一定の前提に基づいており、その達成を当社として約束する趣旨のものではありません。また、実際の業績等は様々な要因により大きく異なる可能性があります。業績予想の前提となる条件及び業績予想のご利用に当たっての注意事項等については、添付資料４ページ「１．当四半期決算に関する定性的情報（３）連結業績予想などの将来予測情報に関する説明」をご覧ください。	CurrentYearDuration	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期				決算期末	FiscalYearEnd			2023-03-31	CurrentYearInstant	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-08-09	四半期	当期第1四半期累計				四半期	QuarterlyPeriod	1	Pure	1	CurrentAccumulatedQ1Instant	/disc/80370/081220220802510016_tse-qcedjpsm-80370-20220802510016-ixbrl.htm
2022-11-10	四半期	当期第2四半期累計				書類名	DocumentName			第2四半期決算短信〔日本基準〕（連結）	CurrentAccumulatedQ2Instant	/disc/80370/081220221101554291_tse-qcedjpsm-80370-20221101554291-ixbrl.htm
2022-11-10	四半期	当期第2四半期累計				提出日	FilingDate			令和4年11月10日	CurrentAccumulatedQ2Instant	/disc/80370/081220221101554291_tse-qcedjpsm-80370-20221101554291-ixbrl.htm
2022-11-10	四半期	当期第2四半期累計				会社名	CompanyName			カメイ株式会社	CurrentAccumulatedQ2Instant	/disc/80370/081220221101554291_tse-qcedjpsm-80370-20221101554291-ixbrl.htm
2022-11-10	四半期	当期第2四半期累計					TokyoStockExchange			東	CurrentAccumulatedQ2Instant	/disc/80370/081220221101554291_tse-qcedjpsm-80370-20221101554291-ixbrl.htm
2022-11-10	四半期	当期第2四半期累計				証券コード	SecuritiesCode			80370	CurrentAccumulatedQ2Instant	/disc/80370/081220221101554291_tse-qcedjpsm-80370-20221101554291-ixbrl.htm
2022-11-10	四半期	当期第2四半期累計				URL	URL			https://www.kamei.co.jp/	CurrentAccumulatedQ2Instant	/disc/80370/081220221101554291_tse-qcedjpsm-80370-20221101554291-ixbrl.htm
2022-11-10	四半期	当期第2四半期累計				代表者の役職	TitleRepresentative			代表取締役社長	CurrentAccumulatedQ2Instant	/disc/80370/081220221101554291_tse-qcedjpsm-80370-20221101554291-ixbrl.htm
2022-11-10	四半期	当期第2四半期累計				代表者名	NameRepresentative			亀井文行	CurrentAccumulatedQ2Instant	/disc/80370/081220221101554291_tse-qcedjpsm-80370-20221101554291-ixbrl.htm
