コード	企業名	競合リスト
4885	室町ケミカル	"[{""code"": ""4577"", ""name"": ""ダイト""}, {""code"": ""6568"", ""name"": ""神戸天然化""}, {""code"": ""9273"", ""name"": ""コーア商事""}]"
4174	アピリッツ	"[{""code"": ""3371"", ""name"": ""ソフトCH""}, {""code"": ""3911"", ""name"": ""エイミング""}, {""code"": ""4304"", ""name"": ""Eストアー""}]"
4173	WACUL[ワカル]	"[{""code"": ""3984"", ""name"": ""ユーザーL""}, {""code"": ""4180"", ""name"": ""エイピアG""}, {""code"": ""9211"", ""name"": ""エフコード""}]"
4936	アクシージア	"[{""code"": ""4922"", ""name"": ""コーセー""}, {""code"": ""4927"", ""name"": ""ポラオルH""}]"
2983	アールプランナー	"[{""code"": ""8886"", ""name"": ""ウッドフレ""}, {""code"": ""8904"", ""name"": ""AVANT""}, {""code"": ""8917"", ""name"": ""F住建""}]"
6613	QDレーザ	"[{""code"": ""6521"", ""name"": ""オキサイド""}, {""code"": ""6965"", ""name"": ""浜松ホトニ""}, {""code"": ""7779"", ""name"": ""サイバダイ""}]"
9342	スマサポ	"[{""code"": ""3796"", ""name"": ""いい生活""}, {""code"": ""4054"", ""name"": ""日本情報ク""}, {""code"": ""9252"", ""name"": ""ラスワンM""}]"
5246	ELEMENTS	"[{""code"": ""3788"", ""name"": ""GMOGS""}, {""code"": ""3996"", ""name"": ""サインポス""}, {""code"": ""5026"", ""name"": ""トリプルI""}]"
5247	BTM	"[{""code"": ""4371"", ""name"": ""コアコンT""}, {""code"": ""7352"", ""name"": ""ツーストン""}, {""code"": ""9556"", ""name"": ""イントルプ""}]"
7115	アルファパーチェス	"[{""code"": ""3064"", ""name"": ""Monot""}, {""code"": ""7476"", ""name"": ""アズワン""}, {""code"": ""9962"", ""name"": ""ミスミG""}]"
7116	ダイワ通信	"[{""code"": ""4264"", ""name"": ""セキュア""}, {""code"": ""4375"", ""name"": ""セーフィー""}]"
5075	アップコン	"[{""code"": ""1447"", ""name"": ""SAAFH""}, {""code"": ""1730"", ""name"": ""麻生フオム""}]"
9340	アソインターナショナル	"[{""code"": ""3540"", ""name"": ""歯愛メディ""}, {""code"": ""7716"", ""name"": ""ナカニシ""}, {""code"": ""7979"", ""name"": ""松風""}]"
9341	GENOVA	"[{""code"": ""2150"", ""name"": ""ケアネット""}, {""code"": ""3645"", ""name"": ""メディカネ""}, {""code"": ""6095"", ""name"": ""メドピア""}]"
5836	エージェント・インシュアランス・グループ	"[{""code"": ""7343"", ""name"": ""ブロドMd""}, {""code"": ""7388"", ""name"": ""FPパトナ""}, {""code"": ""8798"", ""name"": ""アドバンス""}]"
5244	jig.jp	"[{""code"": ""5031"", ""name"": ""モイ""}, {""code"": ""5032"", ""name"": ""エニーカラ""}, {""code"": ""5253"", ""name"": ""カバー""}]"
9339	コーチ・エィ	"[{""code"": ""2170"", ""name"": ""リンクモチ""}, {""code"": ""7043"", ""name"": ""アルー""}, {""code"": ""9562"", ""name"": ""ビジネスC""}]"
2937	サンクゼール	"[{""code"": ""2809"", ""name"": ""キユーピー""}, {""code"": ""3038"", ""name"": ""神戸物産""}, {""code"": ""7453"", ""name"": ""良品計画""}]"
5242	アイズ	"[{""code"": ""6069"", ""name"": ""トレンダー""}, {""code"": ""7069"", ""name"": ""サイババズ""}, {""code"": ""7373"", ""name"": ""アイドマH""}]"
5243	note	"[{""code"": ""3930"", ""name"": ""はてな""}, {""code"": ""4385"", ""name"": ""メルカリ""}, {""code"": ""4477"", ""name"": ""BASE""}]"
5240	monoAItechnology	"[{""code"": ""3632"", ""name"": ""グリー""}, {""code"": ""3741"", ""name"": ""セック""}, {""code"": ""3976"", ""name"": ""シャノン""}]"
9338	INFORICH	"[{""code"": ""4487"", ""name"": ""スペースM""}, {""code"": ""4490"", ""name"": ""ビザスク""}, {""code"": ""9557"", ""name"": ""エアクロゼ""}]"
9337	トリドリ	"[{""code"": ""2371"", ""name"": ""カカクコム""}, {""code"": ""3900"", ""name"": ""クラウドW""}, {""code"": ""5027"", ""name"": ""AnyMd""}]"
7114	フーディソン	"[{""code"": ""2492"", ""name"": ""インフォM""}, {""code"": ""3182"", ""name"": ""オイラ大地""}, {""code"": ""4384"", ""name"": ""ラクスル""}]"
5139	オープンワーク	"[{""code"": ""3991"", ""name"": ""ウォンテド""}, {""code"": ""6194"", ""name"": ""アトラエ""}]"
5138	Rebase	"[{""code"": ""3479"", ""name"": ""TKP""}, {""code"": ""4487"", ""name"": ""スペースM""}]"
5027	AnyMind Group	"[{""code"": ""4165"", ""name"": ""プレイド""}, {""code"": ""4180"", ""name"": ""エイピアG""}, {""code"": ""4384"", ""name"": ""ラクスル""}]"
5137	スマートドライブ	"[{""code"": ""4414"", ""name"": ""フレクト""}]"
9204	スカイマーク	"[{""code"": ""9201"", ""name"": ""日本航空""}, {""code"": ""9202"", ""name"": ""ANAHD""}, {""code"": ""9206"", ""name"": ""Sフライヤ""}]"
9336	大栄環境	"[{""code"": ""6564"", ""name"": ""ミダックH""}, {""code"": ""9247"", ""name"": ""TREHD""}, {""code"": ""9793"", ""name"": ""ダイセキ""}]"
5527	propertytechnologies	"[{""code"": ""2975"", ""name"": ""スタマイカ""}, {""code"": ""3294"", ""name"": ""eグランド""}, {""code"": ""8940"", ""name"": ""インテリク""}]"
4892	サイフューズ	"[{""code"": ""4880"", ""name"": ""セルソース""}, {""code"": ""7774"", ""name"": ""J-TEC""}, {""code"": ""7776"", ""name"": ""セルシード""}]"
9565	ウェルプレイド・ライゼスト	"[{""code"": ""2173"", ""name"": ""博展""}, {""code"": ""2180"", ""name"": ""サニサイG""}]"
5136	tripla	"[{""code"": ""2477"", ""name"": ""手間いらず""}, {""code"": ""4256"", ""name"": ""サインド""}, {""code"": ""6191"", ""name"": ""エアトリ""}]"
4891	ティムス	"[{""code"": ""4592"", ""name"": ""サンバイオ""}, {""code"": ""4593"", ""name"": ""ヘリオス""}, {""code"": ""4599"", ""name"": ""ステムリム""}]"
2936	ベースフード	"[{""code"": ""3137"", ""name"": ""ファンデリ""}, {""code"": ""3182"", ""name"": ""オイラ大地""}, {""code"": ""9262"", ""name"": ""シルバーL""}]"
5134	POPER	"[{""code"": ""3939"", ""name"": ""カナミック""}, {""code"": ""4192"", ""name"": ""スパイダP""}, {""code"": ""4256"", ""name"": ""サインド""}]"
5132	pluszero	"[{""code"": ""3993"", ""name"": ""PKSHA""}, {""code"": ""4259"", ""name"": ""エクサウィ""}, {""code"": ""4418"", ""name"": ""JDSC""}]"
9564	FCE Holdings	"[{""code"": ""5134"", ""name"": ""POPER""}, {""code"": ""6200"", ""name"": ""インソース""}, {""code"": ""6572"", ""name"": ""オープンG""}]"
5131	リンカーズ	"[{""code"": ""4167"", ""name"": ""ココペリ""}, {""code"": ""4490"", ""name"": ""ビザスク""}]"
9563	AtlasTechnologies	"[{""code"": ""4373"", ""name"": ""シンプレH""}, {""code"": ""6088"", ""name"": ""シグマクシ""}]"
9562	ビジネスコーチ	"[{""code"": ""7049"", ""name"": ""識学""}, {""code"": ""7367"", ""name"": ""セルム""}, {""code"": ""9339"", ""name"": ""コーチ・A""}]"
5834	SBIリーシングサービス	"[{""code"": ""7148"", ""name"": ""FPG""}, {""code"": ""7172"", ""name"": ""JIA""}]"
6526	ソシオネクスト	"[{""code"": ""6723"", ""name"": ""ルネサスエ""}, {""code"": ""6875"", ""name"": ""メガチプス""}, {""code"": ""6963"", ""name"": ""ローム""}]"
7112	キューブ	"[{""code"": ""3608"", ""name"": ""TSIHD""}, {""code"": ""8114"", ""name"": ""デサント""}, {""code"": ""8135"", ""name"": ""ゼット""}]"
5129	FIXER	"[{""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""4434"", ""name"": ""サーバワク""}, {""code"": ""5036"", ""name"": ""日本ビジS""}]"
5127	グッピーズ	
9560	プログリット	"[{""code"": ""6096"", ""name"": ""レアジョブ""}, {""code"": ""7043"", ""name"": ""アルー""}]"
5126	ポーターズ	"[{""code"": ""4267"", ""name"": ""ライトW""}, {""code"": ""5033"", ""name"": ""ヌーラボ""}, {""code"": ""9556"", ""name"": ""イントルプ""}]"
9561	グラッドキューブ	"[{""code"": ""3984"", ""name"": ""ユーザーL""}, {""code"": ""9211"", ""name"": ""エフコード""}]"
5125	ファインズ	"[{""code"": ""2130"", ""name"": ""メンバーズ""}, {""code"": ""6533"", ""name"": ""オケストラ""}, {""code"": ""7370"", ""name"": ""Enjin""}]"
5039	キットアライブ	"[{""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""4178"", ""name"": ""シェアイノ""}, {""code"": ""5029"", ""name"": ""サクレイス""}]"
7388	FPパートナー	"[{""code"": ""7325"", ""name"": ""アイリック""}, {""code"": ""7343"", ""name"": ""ブロドMd""}, {""code"": ""8798"", ""name"": ""アドバンス""}]"
5038	eWeLL	"[{""code"": ""3671"", ""name"": ""ソフトマク""}, {""code"": ""4172"", ""name"": ""東和ハイS""}, {""code"": ""4320"", ""name"": ""CEHLD""}]"
9558	ジャパニアス	"[{""code"": ""2186"", ""name"": ""ソーバル""}, {""code"": ""6199"", ""name"": ""セラク""}, {""code"": ""6554"", ""name"": ""SUS""}]"
7110	クラシコム	"[{""code"": ""2138"", ""name"": ""クルーズ""}, {""code"": ""3558"", ""name"": ""ジェイドG""}, {""code"": ""3665"", ""name"": ""エニグモ""}]"
5036	日本ビジネスシステムズ	"[{""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""4434"", ""name"": ""サーバワク""}, {""code"": ""5129"", ""name"": ""FIXER""}]"
9557	エアークローゼット	"[{""code"": ""3138"", ""name"": ""富士山MS""}, {""code"": ""3396"", ""name"": ""フェリシモ""}]"
5034	unerry	"[{""code"": ""4071"", ""name"": ""Pアルファ""}, {""code"": ""4180"", ""name"": ""エイピアG""}, {""code"": ""4416"", ""name"": ""TrueD""}]"
5035	HOUSEI	"[{""code"": ""2332"", ""name"": ""クエスト""}, {""code"": ""3992"", ""name"": ""ニズウェル""}, {""code"": ""9651"", ""name"": ""日プロセス""}]"
9556	INTLOOP	"[{""code"": ""4371"", ""name"": ""コアコンT""}, {""code"": ""7033"", ""name"": ""MSOL""}, {""code"": ""9246"", ""name"": ""プロジェH""}]"
9554	AViC	"[{""code"": ""4499"", ""name"": ""Speee""}, {""code"": ""6533"", ""name"": ""オケストラ""}, {""code"": ""9552"", ""name"": ""M&A総H""}]"
9553	マイクロアド	"[{""code"": ""2489"", ""name"": ""アドウェイ""}, {""code"": ""4293"", ""name"": ""セプテニH""}, {""code"": ""6094"", ""name"": ""フリークO""}]"
5033	ヌーラボ	"[{""code"": ""4397"", ""name"": ""チームスピ""}, {""code"": ""4475"", ""name"": ""ヘンゲ""}]"
9552	M&A総合研究所	"[{""code"": ""2127"", ""name"": ""日本M&A""}, {""code"": ""6080"", ""name"": ""M&ACP""}, {""code"": ""6196"", ""name"": ""ストライク""}]"
9229	サンウェルズ	"[{""code"": ""7061"", ""name"": ""日ホスピス""}, {""code"": ""7071"", ""name"": ""アンビスH""}, {""code"": ""9158"", ""name"": ""CUC""}]"
7794	イーディーピー	"[{""code"": ""1514"", ""name"": ""住石HLD""}, {""code"": ""6521"", ""name"": ""オキサイド""}, {""code"": ""8139"", ""name"": ""ナガホリ""}]"
9227	マイクロ波化学	"[{""code"": ""6568"", ""name"": ""神戸天然化""}, {""code"": ""6613"", ""name"": ""QDレーザ""}]"
4890	坪田ラボ	"[{""code"": ""4536"", ""name"": ""参天製薬""}, {""code"": ""4888"", ""name"": ""ステラファ""}, {""code"": ""7743"", ""name"": ""シード""}]"
9228	ウェルネス・コミュニケーションズ	
2999	ホームポジション	"[{""code"": ""3477"", ""name"": ""フォライフ""}, {""code"": ""8886"", ""name"": ""ウッドフレ""}, {""code"": ""8917"", ""name"": ""F住建""}]"
7386	ジャパンワランティサポート	"[{""code"": ""7320"", ""name"": ""ソルヴィー""}]"
2984	ヤマイチ・ユニハイムエステート	"[{""code"": ""2976"", ""name"": ""日グランデ""}, {""code"": ""8892"", ""name"": ""日エスコン""}, {""code"": ""8996"", ""name"": ""Hフリダム""}]"
5032	ANYCOLOR	"[{""code"": ""3990"", ""name"": ""UUUM""}, {""code"": ""5253"", ""name"": ""カバー""}, {""code"": ""7860"", ""name"": ""Avex""}]"
5026	トリプルアイズ	"[{""code"": ""4011"", ""name"": ""ヘッドウォ""}, {""code"": ""4259"", ""name"": ""エクサウィ""}, {""code"": ""4382"", ""name"": ""HEROZ""}]"
2998	クリアル	"[{""code"": ""2978"", ""name"": ""ツクルバ""}, {""code"": ""3491"", ""name"": ""GAテクノ""}, {""code"": ""7342"", ""name"": ""ウェルスN""}]"
7140	ペットゴー	"[{""code"": ""2936"", ""name"": ""ベースフド""}, {""code"": ""3542"", ""name"": ""ベガコーポ""}, {""code"": ""7427"", ""name"": ""エコートレ""}]"
2997	ストレージ王	"[{""code"": ""3461"", ""name"": ""パルマ""}, {""code"": ""8914"", ""name"": ""エリアリン""}]"
5031	モイ	"[{""code"": ""2432"", ""name"": ""DeNA""}, {""code"": ""5243"", ""name"": ""note""}, {""code"": ""5244"", ""name"": ""ジグjp""}]"
5030	インフォメティス	
9221	フルハシEPO	"[{""code"": ""5698"", ""name"": ""エンビプロ""}, {""code"": ""6566"", ""name"": ""要興業""}, {""code"": ""9247"", ""name"": ""TREHD""}]"
9223	ASNOVA	"[{""code"": ""2445"", ""name"": ""タカミヤ""}, {""code"": ""3447"", ""name"": ""信和""}, {""code"": ""4750"", ""name"": ""ダイサン""}]"
5029	サークレイス	"[{""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""4178"", ""name"": ""シェアイノ""}, {""code"": ""4414"", ""name"": ""フレクト""}]"
9220	エフビー介護サービス	"[{""code"": ""2373"", ""name"": ""ケア21""}, {""code"": ""2393"", ""name"": ""日ケア""}, {""code"": ""6062"", ""name"": ""チャムケア""}]"
5028	セカンドサイトアナリティカ	"[{""code"": ""3993"", ""name"": ""PKSHA""}, {""code"": ""4418"", ""name"": ""JDSC""}]"
5079	ノバック	"[{""code"": ""1826"", ""name"": ""佐田建設""}, {""code"": ""1853"", ""name"": ""森組""}, {""code"": ""1867"", ""name"": ""植木組""}]"
9219	ギックス	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""3996"", ""name"": ""サインポス""}, {""code"": ""4418"", ""name"": ""JDSC""}]"
9218	メンタルヘルステクノロジーズ	"[{""code"": ""6095"", ""name"": ""メドピア""}, {""code"": ""8769"", ""name"": ""アドバRM""}]"
7163	住信SBIネット銀行	"[{""code"": ""5838"", ""name"": ""楽天銀行""}, {""code"": ""7164"", ""name"": ""全国保証""}, {""code"": ""8570"", ""name"": ""イオンFS""}]"
7138	TORICO	"[{""code"": ""3641"", ""name"": ""パピレス""}, {""code"": ""3678"", ""name"": ""メディアド""}, {""code"": ""3981"", ""name"": ""ビーグリー""}]"
9217	RepertoireGenesis	
6226	守谷輸送機工業	"[{""code"": ""6357"", ""name"": ""三精テクノ""}, {""code"": ""6406"", ""name"": ""フジテック""}, {""code"": ""6544"", ""name"": ""Jエレベタ""}]"
5078	セレコーポレーション	"[{""code"": ""1431"", ""name"": ""リブワーク""}, {""code"": ""1766"", ""name"": ""東建コーポ""}, {""code"": ""1878"", ""name"": ""大東建託""}]"
2996	シノケンリート投資法人	
7793	イメージ・マジック	"[{""code"": ""3633"", ""name"": ""GMOペパ""}, {""code"": ""4017"", ""name"": ""クリーマ""}, {""code"": ""4384"", ""name"": ""ラクスル""}]"
9216	ビーウィズ	"[{""code"": ""3773"", ""name"": ""AMI""}, {""code"": ""4290"", ""name"": ""プレステI""}, {""code"": ""7354"", ""name"": ""Dマケティ""}]"
5025	マーキュリーリアルテックイノベーター	"[{""code"": ""2120"", ""name"": ""ライフル""}, {""code"": ""4054"", ""name"": ""日本情報ク""}, {""code"": ""4499"", ""name"": ""Speee""}]"
4270	BeeX	"[{""code"": ""3844"", ""name"": ""コムチュア""}, {""code"": ""3940"", ""name"": ""ノムラシス""}, {""code"": ""4434"", ""name"": ""サーバワク""}]"
9215	CaSy	"[{""code"": ""3900"", ""name"": ""クラウドW""}, {""code"": ""4176"", ""name"": ""ココナラ""}, {""code"": ""7358"", ""name"": ""ポピンズ""}]"
4269	ノーザ	
4268	エッジテクノロジー	
4267	ライトワークス	"[{""code"": ""3991"", ""name"": ""ウォンテド""}, {""code"": ""4435"", ""name"": ""カオナビ""}, {""code"": ""6096"", ""name"": ""レアジョブ""}]"
4266	ビッグツリーテクノロジー＆コンサルティング	
9213	セイファート	"[{""code"": ""2175"", ""name"": ""SMS""}, {""code"": ""2301"", ""name"": ""学情""}, {""code"": ""3180"", ""name"": ""Bガレージ""}]"
9214	RecoveryInternational	"[{""code"": ""7061"", ""name"": ""日ホスピス""}, {""code"": ""7062"", ""name"": ""フレアス""}, {""code"": ""9158"", ""name"": ""CUC""}]"
5892	yutori	"[{""code"": ""3185"", ""name"": ""夢展望""}, {""code"": ""3558"", ""name"": ""ジェイドG""}, {""code"": ""8127"", ""name"": ""ヤマトイン""}]"
5870	ナルネットコミュニケーションズ	"[{""code"": ""7199"", ""name"": ""プレミアG""}, {""code"": ""9619"", ""name"": ""イチネンH""}]"
5869	早稲田学習研究会	"[{""code"": ""4720"", ""name"": ""城南進学研""}, {""code"": ""9769"", ""name"": ""学究社""}, {""code"": ""9795"", ""name"": ""ステップ""}]"
5621	ヒューマンテクノロジーズ	"[{""code"": ""4013"", ""name"": ""勤次郎""}, {""code"": ""4397"", ""name"": ""チームスピ""}, {""code"": ""6436"", ""name"": ""アマノ""}]"
5619	マーソ	"[{""code"": ""2477"", ""name"": ""手間いらず""}, {""code"": ""4483"", ""name"": ""JMDC""}, {""code"": ""6078"", ""name"": ""バリュHR""}]"
5618	ナイル	"[{""code"": ""4053"", ""name"": ""サンアスタ""}, {""code"": ""4499"", ""name"": ""Speee""}, {""code"": ""9211"", ""name"": ""エフコード""}]"
5868	ロココ	"[{""code"": ""3924"", ""name"": ""ランドC""}, {""code"": ""4491"", ""name"": ""コンピュM""}, {""code"": ""6193"", ""name"": ""バチャレク""}]"
5867	エスネットワークス	"[{""code"": ""4792"", ""name"": ""山田コンサ""}, {""code"": ""7038"", ""name"": ""フロンテM""}, {""code"": ""9644"", ""name"": ""タナベCG""}]"
5616	雨風太陽	"[{""code"": ""3182"", ""name"": ""オイラ大地""}, {""code"": ""7114"", ""name"": ""フディソン""}]"
5891	魁力屋	"[{""code"": ""3399"", ""name"": ""丸千代山岡""}, {""code"": ""7554"", ""name"": ""幸楽苑""}, {""code"": ""9279"", ""name"": ""ギフトHD""}]"
5599	S&J	"[{""code"": ""3692"", ""name"": ""FFRIS""}, {""code"": ""4417"", ""name"": ""Gセキュリ""}, {""code"": ""4493"", ""name"": ""Cクラウド""}]"
5597	ブルーイノベーション	"[{""code"": ""3694"", ""name"": ""オプティム""}, {""code"": ""5137"", ""name"": ""スマドラ""}, {""code"": ""6232"", ""name"": ""ACSL""}]"
5596	アウトルックコンサルティング	"[{""code"": ""3836"", ""name"": ""アバントG""}, {""code"": ""4071"", ""name"": ""Pアルファ""}, {""code"": ""4828"", ""name"": ""B-ENG""}]"
5595	QPS研究所	"[{""code"": ""186A"", ""name"": ""アストロS""}, {""code"": ""3741"", ""name"": ""セック""}, {""code"": ""9348"", ""name"": ""iスペース""}]"
4197	アスマーク	"[{""code"": ""3695"", ""name"": ""GMOリサ""}, {""code"": ""4196"", ""name"": ""ネオマーケ""}, {""code"": ""6555"", ""name"": ""MS&コン""}]"
9238	バリュークリエーション	"[{""code"": ""4499"", ""name"": ""Speee""}, {""code"": ""7036"", ""name"": ""eMネット""}, {""code"": ""7095"", ""name"": ""マクビーP""}]"
5889	Japan EyewearHoldings	"[{""code"": ""3046"", ""name"": ""ジンズHD""}, {""code"": ""7455"", ""name"": ""パリミキH""}, {""code"": ""9854"", ""name"": ""愛眼""}]"
5888	DAIWA CYCLE	"[{""code"": ""3333"", ""name"": ""あさひ""}, {""code"": ""7462"", ""name"": ""キャピタ""}, {""code"": ""9976"", ""name"": ""セキチュー""}]"
4811	ドリーム・アーツ	"[{""code"": ""3853"", ""name"": ""アステリア""}, {""code"": ""4069"", ""name"": ""ブルーミム""}, {""code"": ""5578"", ""name"": ""ARアドT""}]"
9237	笑美面	"[{""code"": ""2150"", ""name"": ""ケアネット""}, {""code"": ""2373"", ""name"": ""ケア21""}, {""code"": ""3939"", ""name"": ""カナミック""}]"
5845	全保連	"[{""code"": ""7187"", ""name"": ""Jリース""}, {""code"": ""7191"", ""name"": ""イントラス""}, {""code"": ""7196"", ""name"": ""Casa""}]"
6525	KOKUSAIELECTRIC	"[{""code"": ""6728"", ""name"": ""アルバック""}, {""code"": ""7735"", ""name"": ""スクリンH""}, {""code"": ""8035"", ""name"": ""東京エレク""}]"
9236	ジャパンM&Aソリューション	"[{""code"": ""6080"", ""name"": ""M&ACP""}, {""code"": ""9272"", ""name"": ""ブティクス""}, {""code"": ""9552"", ""name"": ""M&A総H""}]"
9235	売れるネット広告社	"[{""code"": ""3134"", ""name"": ""Hamee""}, {""code"": ""4496"", ""name"": ""コマース1""}, {""code"": ""7694"", ""name"": ""いつも""}]"
4896	ケイファーマ	"[{""code"": ""4592"", ""name"": ""サンバイオ""}, {""code"": ""4593"", ""name"": ""ヘリオス""}, {""code"": ""4894"", ""name"": ""クオリプス""}]"
9170	成友興業	"[{""code"": ""1712"", ""name"": ""ダイセキ環""}, {""code"": ""1776"", ""name"": ""三井住建道""}, {""code"": ""6564"", ""name"": ""ミダックH""}]"
9333	Earth TechnologyGroup	
9331	キャスター	"[{""code"": ""3900"", ""name"": ""クラウドW""}, {""code"": ""4484"", ""name"": ""ランサーズ""}]"
5592	くすりの窓口	"[{""code"": ""4350"", ""name"": ""メディシス""}, {""code"": ""6095"", ""name"": ""メドピア""}, {""code"": ""6523"", ""name"": ""PHCHD""}]"
6223	西部技研	"[{""code"": ""6005"", ""name"": ""三浦工業""}, {""code"": ""6367"", ""name"": ""ダイキン工""}, {""code"": ""6370"", ""name"": ""栗田工業""}]"
5843	ニッポンインシュア	"[{""code"": ""7183"", ""name"": ""あんしん保""}, {""code"": ""7187"", ""name"": ""Jリース""}, {""code"": ""7196"", ""name"": ""Casa""}]"
5591	AVILEN	"[{""code"": ""4259"", ""name"": ""エクサウィ""}, {""code"": ""4418"", ""name"": ""JDSC""}, {""code"": ""5574"", ""name"": ""ABEJA""}]"
2938	オカムラ食品工業	"[{""code"": ""9955"", ""name"": ""ヨンキュウ""}]"
5590	ネットスターズ	"[{""code"": ""2428"", ""name"": ""ウェルネト""}, {""code"": ""4051"", ""name"": ""GMOFG""}, {""code"": ""5258"", ""name"": ""TXNMN""}]"
5589	オートサーバー	"[{""code"": ""3964"", ""name"": ""オークネト""}, {""code"": ""4193"", ""name"": ""ファブHD""}]"
6228	ジェイ・イー・ティ	"[{""code"": ""6254"", ""name"": ""野村MS""}, {""code"": ""6266"", ""name"": ""タツモ""}, {""code"": ""6590"", ""name"": ""芝浦メカ""}]"
5588	ファーストアカウンティング	"[{""code"": ""2492"", ""name"": ""インフォM""}, {""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4180"", ""name"": ""エイピアG""}]"
3958	笹徳印刷	"[{""code"": ""3944"", ""name"": ""古林紙工""}, {""code"": ""7883"", ""name"": ""サンメッセ""}, {""code"": ""7923"", ""name"": ""トーイン""}]"
9330	揚羽	"[{""code"": ""7351"", ""name"": ""グドパッチ""}]"
5842	インテグラル	"[{""code"": ""7347"", ""name"": ""マキュリア""}, {""code"": ""8518"", ""name"": ""日本アジア""}, {""code"": ""8595"", ""name"": ""ジャフコG""}]"
4895	ChordiaTherapeutics	
9168	ライズ・コンサルティング・グループ	"[{""code"": ""6532"", ""name"": ""ベイカレ""}, {""code"": ""7033"", ""name"": ""MSOL""}, {""code"": ""9246"", ""name"": ""プロジェH""}]"
5587	インバウンドプラットフォーム	"[{""code"": ""3934"", ""name"": ""ベネフィJ""}, {""code"": ""9416"", ""name"": ""ビジョン""}, {""code"": ""9450"", ""name"": ""ファイバG""}]"
6224	JRC	"[{""code"": ""3435"", ""name"": ""サンコテク""}, {""code"": ""6144"", ""name"": ""西部電機""}, {""code"": ""6292"", ""name"": ""カワタ""}]"
5586	Laboro.AI	"[{""code"": ""3993"", ""name"": ""PKSHA""}, {""code"": ""4011"", ""name"": ""ヘッドウォ""}, {""code"": ""4259"", ""name"": ""エクサウィ""}]"
9166	GENDA	"[{""code"": ""4343"", ""name"": ""イオンファ""}, {""code"": ""4680"", ""name"": ""ラウンド1""}]"
9165	クオルテック	"[{""code"": ""4240"", ""name"": ""クラスタT""}]"
2962	テクニスコ	"[{""code"": ""5344"", ""name"": ""マルワ""}, {""code"": ""5381"", ""name"": ""Mipox""}, {""code"": ""5858"", ""name"": ""STG""}]"
5585	エコナビスタ	"[{""code"": ""4263"", ""name"": ""サスメド""}, {""code"": ""5038"", ""name"": ""eWeLL""}, {""code"": ""7779"", ""name"": ""サイバダイ""}]"
5583	フラー	
9164	トライト	"[{""code"": ""2175"", ""name"": ""SMS""}, {""code"": ""4480"", ""name"": ""メドレー""}]"
5839	ホロスホールディングス	
9163	ナレルグループ	"[{""code"": ""2154"", ""name"": ""オプンUG""}, {""code"": ""6028"", ""name"": ""テクノプロ""}, {""code"": ""7059"", ""name"": ""コプロHD""}]"
5582	グリッド	"[{""code"": ""3905"", ""name"": ""データセク""}, {""code"": ""4011"", ""name"": ""ヘッドウォ""}, {""code"": ""5572"", ""name"": ""リッジアイ""}]"
9162	ブリーチ	"[{""code"": ""7095"", ""name"": ""マクビーP""}, {""code"": ""7373"", ""name"": ""アイドマH""}, {""code"": ""9553"", ""name"": ""マイクロA""}]"
7409	AeroEdge	"[{""code"": ""6111"", ""name"": ""旭精機工業""}, {""code"": ""7408"", ""name"": ""ジャムコ""}, {""code"": ""7841"", ""name"": ""遠藤製作所""}]"
5884	クラダシ	"[{""code"": ""3182"", ""name"": ""オイラ大地""}, {""code"": ""4479"", ""name"": ""マクアケ""}, {""code"": ""7114"", ""name"": ""フディソン""}]"
9160	ノバレーゼ	"[{""code"": ""2196"", ""name"": ""エスクリ""}, {""code"": ""2198"", ""name"": ""IKKHD""}, {""code"": ""4331"", ""name"": ""テイクギヴ""}]"
5885	ジーデップ・アドバンス	"[{""code"": ""3565"", ""name"": ""アセンテク""}, {""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""6597"", ""name"": ""HPCシス""}]"
9159	W TOKYO	"[{""code"": ""2173"", ""name"": ""博展""}, {""code"": ""2180"", ""name"": ""サニサイG""}, {""code"": ""9565"", ""name"": ""GLOE""}]"
4893	ノイルイミューン・バイオテック	"[{""code"": ""2370"", ""name"": ""メディネト""}, {""code"": ""4563"", ""name"": ""アンジェス""}, {""code"": ""4576"", ""name"": ""DWセラ研""}]"
5580	プロディライト	"[{""code"": ""2335"", ""name"": ""キューブS""}, {""code"": ""3842"", ""name"": ""ネクストジ""}, {""code"": ""4415"", ""name"": ""ブロードE""}]"
4894	クオリプス	"[{""code"": ""4880"", ""name"": ""セルソース""}, {""code"": ""4978"", ""name"": ""リプロセル""}, {""code"": ""7776"", ""name"": ""セルシード""}]"
5533	エリッツホールディングス	"[{""code"": ""2993"", ""name"": ""長栄""}, {""code"": ""3275"", ""name"": ""ハウスコム""}, {""code"": ""8945"", ""name"": ""サンネクス""}]"
5579	GSI	"[{""code"": ""3804"", ""name"": ""システムD""}, {""code"": ""4413"", ""name"": ""ボードルア""}, {""code"": ""4414"", ""name"": ""フレクト""}]"
